科室,排名,医院名称,官网URL,省份,城市
病理科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
病理科,获提名,广州医科大学附属第一医院,http://www.baidu.com/link?url=e7IrzROBijn2B-MtVw6kDnpAm41XqNdY6XyiAqouHJaPbWpz_AS-NnmO3gpBTQwWZyt-bb-AndiJJp036F9eN_,广东,广州
病理科,获提名,中山大学孙逸仙纪念医院,http://www.baidu.com/link?url=ExEDNZHjoQsGg8u0H_EZ8lEav9zy9citgFczvi-GeFSXsZvwdveGe5PK77bBHA3j0sBcc5-vluQbCGXRWSsSHhXzR2lmBh-afpHNNupni7hdYI-LXzKwl-hQWZhyvUmU34NQFmmwwOe30mTE5MEiemooxbVfzYg_WaIs_MtP8uwvJh8-FZt_-Iwvnan1obgRSHnCtQLWTT2bVQ4Ca1t5i8BIBXWvbFb0KkGe_6hbgcm11iIUxpeNJH1Rp95ZzCV4FxqvUY0Pv0gmBB0z6Z9UocXrHKNQcbtJSYsEQxQbHXaODxzgm2zssJE0zYmt8OtjUJNvgNTbSU5R3AGcWFn6xWOk6TS4HAG0gpUEwCyWYnDB7CTHCRD36vO4yXIhRjw5vghXuj90RCLRtn_LfJ-w6yu2CEgWnm9VN3qP10k-Q80C8WW_imki2ArCK3t6aSWjCAX55sjm89CSOb9YnYCs7tQEuJu_3o4hxo0Fg1sY29a2OFsv5fUrzXqDw8yaBD6J89GE9uGSJUg8XlaIgzaF1MQC3Vn5p6lQubrm-yrGSko1Hhcc2-5YrrqvEsN1_65XAmeijwubGT0ZOjGf9mC4dJFb4PiewPeBScFV76Hg8gD16RLZNLk6oA3uuUfMo8PTZTtdwGliQDJ5CJeJiPChsRSAIuWdCVfqWTsB7B_vtzgsomjV3zsNSsUZpZ7TEodusvs4XqzSV8cZkCjTAEijnMYJORl8zs4j7rNOaXGh1HFsFegSqMM5jmSTue4-5R5tgE_mib88ytUtmFsJEu_bg0zOW1pbFW0Nd8mBvLAcOjUZzuTs5or_Uv1q2bAEWDAF0UfmBPA1o4roElcRcIbu6n8SBMerbodhsWTyUpiAIpv8XLWlKcW8VCCwAphnP9SL2DyfvV4ORjVI-JEfG1Qa3Era5jUcNVIRChSmGvwnKYRegsQewKhXemPgY04SiruX36xYVuNpqYHNS7UqB3rqDRMAI6HClJqvnNPBIuAArpGcQM1MkUi_8BzePIWuHiCjqQjV95jogAmR7OATHBrdUyUWFiuHpLng9vrLkZsw38ZGS-PDL-67rqrDpBIrS7ffl4fYIMZNV05iP0EqKa-AS81NZ41_NtIl6mM3PMbhvgYrckoaZ0OuU7iKgSczBbXOHKqB0F4NnDYlZ5roMLLBiO869ufQtjIpsSGWDh8U5KqpMev_K2hDEMlPlqM5T6NH,广东,中山
病理科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
病理科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
放射科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
放射科,2,广东省人民医院,https://www.gdghospital.org.cn/,广东,
放射科,3,中山大学孙逸仙纪念医院,http://www.baidu.com/link?url=de8QcGNlavaQvFlJvikUUUhRssHj0kM9NnR-mVL3QkQQcrCjYELaVqz8AegZL714I803hcej4TUgL5aTSVuhck2k0VYg6uCu-EgJIKAxQ_ESAuehrFMCQ5dW0eCZFsrL0GdaV4-fzkDLqq8g2groQnljugQ2kRH8nQ_hCa-mXnQGAksOxMOio0B3Hxid_tFr9MVHsnkq_I49tP-SDkkU_4NP3uMRPiQPM6aKhwfFfhWG2j7egs4f4izOxIRIk8y3JVhd-BF0vQ_20ncuNeiyKn0NfVS22jYgS0EbpwlSUmR0pW2dZrEQfKWKggA_gTDMXhpBlINOOYFpiVZo60bu1yEG8qmFf69DzZYoFa_rntgPDPHTMU7KudcZMvTZ0KuLl_yb7yV9W1f3jraT69Pi16cQQ2BmUIwdL9xSmWXyUXAmznbK3SniNTEdhunI7Wb93Bs7eAMlzokcCZen4LPqJOiEzF-zub2l4ouwX6-CKxr_Xx0kRdaB1qK5MAfiSBB18tg_xMxHQnwwAr8kZ5B8jV4GHfO7enx0KP-zmanADYi2QUEUwRmaoAFavVL6V1uK1a8fKXmLnQ0juOsM_OO4Z7vxUjSTIsigtZ_CVHaYshMicBe_SK1v__lygazbyUsvvYly8JVwKoeAxHDCm8amtdk1_YzwAKwtOemw1RgaFb4Wu_1HibhmWstghb0CIQVXtQOupeoqFvExocNPVJqQ8Jf93j3D-KkssJC-AuZ7S00x1fG8YJG9DeD3_wEgpnREuHo2xf3eiE7Zw_LtXtRFDjetRtwG60Ie3XDY366Or2TOAfNY9qakMgqTIIAPDp9Pqwi-9G50tImNsPqrylgMUQyP-8obNV0jQfSaa7U9z9kXia-i7kWEZBulvgj9LLtG3D9XDRspMYfFrerL1EwbtbpKAtTFikg47xO_dIqaCYMnUzqyu87K92rOVLMzWuKBU7B_S-PLcGMsXwYJgv9aRvPvzUm5OLck4jNc2fq8zVVyWMZkmMQIcxBgEUxEeQF4hQJ7fdybSt_i0I9p8trIA67hSydm--I9u2tSVHVuJB-zW89ac7KsBfVJQ_fBgEvelR1bdYnX_GyMdBNDgN5tfRsE3abq1p61vY0RVwSELdUQ4a2Q2dvb57O1Fp_eFKazlBTWb0RGC8Zz8-U1kP2mBwBSLSBN9vivgUUCbpDvMeNGGz2Rlsmb7HjpG9x9FXO5,广东,中山
放射科,4,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
放射科,5,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
放射科,6,海南省人民医院,https://www.phhp.com.cn/,青海,海南
放射科,7,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
放射科,8,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
放射科,9,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
放射科,10,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
放射科,获提名,广州医科大学附属第一医院,http://www.baidu.com/link?url=-PV7o8xl4S99MD4-_9U8bERLRd3xsOX23iUFiKdRyrPotSxmepB3ndBTRCYesTSDAHzgnIn6Pb7Q2dm-xFR-3a,广东,广州
放射科,获提名,中山大学肿瘤防治中心,,广东,中山
放射科,获提名,佛山市第一人民医院,http://www.baidu.com/link?url=RMzHzG-PvvsypjrHlzO9mlVAyvOR4PCBvw5TpQHlYJHT8WfxWTm4hprsTKhw76czXHeo51CaCusayOqXtjsj460Svs3r6BMyXQ6rEn7HV5nQrPmWvQhXN5Hh5JhvKYSlNv_YkypwQEUZh0Mje8RUfnaiqhjFi5OScix6vd3GWihQF27iImQXZMhbBaD1GK9UFKnfyHAh4_9JCG2lhWu5LICLcXRkWV5N4GpTaavdpxnkPZ6z3FeW0GqoWw165BjF9jQTILdQ04bulGhrR4hlW3EZASZO_1V-udYUmZCLVixD8deF0H3rxk9ShJ1vHqUqw9_VlsSLuTafms8sCEZATFcTBBed3F-ygz_BpT1CJ8UzELON8NQIIM3xCd_DFUsxhqMoP25kl7u2q-7XtYrRf6jvlZEemIpD-e1kquH70ORkhOdyWw5wkgnuMwccorA3i8UtuaQCBYvxgAIogk-sLIw_nro-Qm-BeWVKCowh99AOiqY4nGbytQ3RvWVphEAHPn575P7rkGzZY3XDAkEOdC18XE6I2Xx9n2LEzxN8vBr7Rmug2PZc0dtJK8wrSTIxjFU9jdP3s4PWZEYD2OFmOU6xuHsLHJSVd14YiKj7zPbxJ6VvM8AIpf1mtGa5_F68eB-5bXG8f_fZwqT7_hFJg7SYqgRDbccDhWqVWCpFPvVgNIUSQQIol8DNVYQFtbcPTPPUBcls1UYM2XRMJzDGw6KMPsOGtbnVFne31m_ty9fYsvsL6-dSNYyyTT5pmgmIb7Lt2p4EECcbo-3p_K0S6I5xu7cIN5xtvBTjUBDpRsWXYv_xgit5dApC3j2SWm5DQRzdNUC9LOHt6RFVrAhR-F0BldK5GwbbpnaZo76NxiRfvFDz_d376hXSa56ZtnbehgbPqGzjB8jkWbRFuSxahic9EBFqDyTiga_SrhZcogcYonVCQiwpN5RaKHq-9dNJ6Am-f1q0lIEBORjyPzDWVkEag1WFSDpyUCT5WAgTmJPzXfYl4Us6QmCUPpyf1UFMrH01nm1G05hmEfHAigg3IoPJ4a3amA-ojm4mL4Gzf7cp5Okpcsvymim63DCK7mu2zJKcB-K1S07WLe-Dzc5wKt4K563DjjnAy9_tLRTIRiG,广东,佛山
放射科,获提名,海南医科大学第一附属医院,,青海,海南
放射科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
放射科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
放射科,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
放射科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
放射科,获提名,中山大学附属第五医院,,广东,中山
呼吸科,1,广州医科大学附属第一医院,,广东,广州
呼吸科,2,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
呼吸科,3,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
呼吸科,4,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
呼吸科,5,中山大学孙逸仙纪念医院,,广东,中山
呼吸科,6,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
呼吸科,7,广东省人民医院,https://www.gdghospital.org.cn/,广东,
呼吸科,8,深圳市人民医院,https://www.szhospital.com/,广东,深圳
呼吸科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
呼吸科,10,海南医科大学第一附属医院,,青海,海南
呼吸科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
呼吸科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
呼吸科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
呼吸科,获提名,广州医科大学附属第二医院,,广东,广州
呼吸科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
呼吸科,获提名,中山大学附属第六医院,,广东,中山
骨科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
骨科,2,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
骨科,3,中山大学孙逸仙纪念医院,,广东,中山
骨科,4,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
骨科,5,海南省人民医院,https://www.phhp.com.cn/,青海,海南
骨科,6,广东省人民医院,https://www.gdghospital.org.cn/,广东,
骨科,7,广州医科大学附属第三医院,,广东,广州
骨科,8,海南医科大学第一附属医院,,青海,海南
骨科,9,中山大学肿瘤防治中心,,广东,中山
骨科,10,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
骨科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
骨科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
骨科,获提名,北京大学深圳医院,,北京,北京
骨科,获提名,广西医科大学附属肿瘤医院,,广西,
骨科,获提名,广州医科大学附属第一医院,,广东,广州
骨科,获提名,深圳市妇幼保健院,,广东,深圳
骨科,获提名,广东省妇幼保健院,https://www.e3861.com/,广东,
骨科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
骨科,获提名,中国人民解放军南部战区总医院,,广东,广州
骨科,获提名,南方医科大学第三附属医院,,广东,广州
骨科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
骨科,获提名,广东省中医院,https://www.gdhtcm.com/,广东,
骨科,获提名,广州中医药大学第一附属医院,,广东,广州
骨科,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
骨科,获提名,香港大学深圳医院,,广东,深圳
口腔科,1,广州医科大学附属脑科医院,,广东,广州
口腔科,2,中山大学光华口腔医学院附属口腔医院,,广东,中山
口腔科,3,深圳市精神卫生中心(深圳市康宁医院,,广东,深圳
口腔科,4,南方医科大学口腔医院,,广东,广州
口腔科,5,广东省人民医院,https://www.gdghospital.org.cn/,广东,
口腔科,6,广西医科大学附属口腔医院,,广西,
口腔科,7,广西壮族自治区脑科医院,,广西,
口腔科,8,广州医科大学附属口腔医院,,广东,广州
口腔科,9,海南省安宁医院,,青海,海南
口腔科,10,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
口腔科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
口腔科,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
口腔科,获提名,汕头大学精神卫生中心,,广东,汕头
口腔科,获提名,南宁市第五人民医院,,广西,南宁
口腔科,获提名,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
口腔科,获提名,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
口腔科,获提名,海南医科大学第一附属医院,,青海,海南
口腔科,获提名,暨南大学附属穗华口腔医院,,广东,广州
口腔科,获提名,海南口腔医院,,青海,海南
口腔科,获提名,中山大学孙逸仙纪念医院,,广东,中山
口腔科,获提名,北京大学深圳医院,,北京,北京
口腔科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
口腔科,获提名,桂林市口腔医院,,广西,桂林
口腔科,获提名,深圳市口腔医院,,广东,深圳
口腔科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
口腔科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
口腔科,获提名,深圳大学总医院,,广东,深圳
泌尿外科,1,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
泌尿外科,2,中山大学孙逸仙纪念医院,,广东,中山
泌尿外科,3,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
泌尿外科,4,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
泌尿外科,5,广州医科大学附属第一医院,,广东,广州
泌尿外科,6,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
泌尿外科,7,广东省人民医院,https://www.gdghospital.org.cn/,广东,
泌尿外科,8,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
泌尿外科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
泌尿外科,10,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
泌尿外科,获提名,佛山市第一人民医院,,广东,佛山
泌尿外科,获提名,海南医科大学第一附属医院,,青海,海南
泌尿外科,获提名,深圳大学总医院,,广东,深圳
泌尿外科,获提名,中国人民解放军南部战区总医院,,广东,广州
泌尿外科,获提名,广州医科大学附属第二医院,,广东,广州
泌尿外科,获提名,海口市人民医院,,海南,海口
泌尿外科,获提名,广西医科大学附属肿瘤医院,,广西,
泌尿外科,获提名,中山大学肿瘤防治中心,,广东,中山
泌尿外科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
皮肤科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
皮肤科,2,南方医科大学皮肤病医院（广东省皮肤病医院,,广东,
皮肤科,3,中山大学孙逸仙纪念医院,,广东,中山
皮肤科,4,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
皮肤科,5,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
皮肤科,6,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
皮肤科,7,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
皮肤科,8,广东省人民医院,https://www.gdghospital.org.cn/,广东,
皮肤科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
皮肤科,10,深圳大学总医院,,广东,深圳
皮肤科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
皮肤科,获提名,北京大学深圳医院,,北京,北京
皮肤科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
皮肤科,获提名,海南省皮肤病医院,,青海,海南
皮肤科,获提名,海南省第五人民医院,,青海,海南
皮肤科,获提名,广东省中医院,https://www.gdhtcm.com/,广东,
皮肤科,获提名,广东医科大学附属医院,,广东,
神经内科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
神经内科,2,中山大学孙逸仙纪念医院,,广东,中山
神经内科,3,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
神经内科,4,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
神经内科,5,广东省人民医院,https://www.gdghospital.org.cn/,广东,
神经内科,6,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
神经内科,7,中山大学肿瘤防治中心,,广东,中山
神经内科,8,中山大学附属第六医院,,广东,中山
神经内科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
神经内科,10,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
神经内科,获提名,广州医科大学附属第一医院,,广东,广州
神经内科,获提名,北京大学深圳医院,,北京,北京
神经内科,获提名,海口市人民医院,,海南,海口
神经内科,获提名,海南医科大学第一附属医院,,青海,海南
神经内科,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
神经内科,获提名,广州医科大学附属第二医院,,广东,广州
神经内科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
神经内科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
神经内科,获提名,中国人民解放军总医院海南医院,,青海,海南
神经外科,1,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
神经外科,2,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
神经外科,3,广东省人民医院,https://www.gdghospital.org.cn/,广东,
神经外科,4,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
神经外科,5,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
神经外科,6,中山大学孙逸仙纪念医院,,广东,中山
神经外科,7,海南省人民医院,https://www.phhp.com.cn/,青海,海南
神经外科,8,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
神经外科,9,广州市红十字会医院,,广东,广州
神经外科,10,海南医科大学第一附属医院,,青海,海南
神经外科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
神经外科,获提名,海南医科大学第二附属医院,,青海,海南
神经外科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
神经外科,获提名,广东医科大学附属医院,,广东,
神经外科,获提名,北京大学深圳医院,,北京,北京
神经外科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
神经外科,获提名,广州医科大学附属第二医院,,广东,广州
神经外科,获提名,中国人民解放军南部战区总医院,,广东,广州
神经外科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
神经外科,获提名,广东三九脑科医院,,广东,
小儿内科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
小儿内科,2,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
小儿内科,3,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
小儿内科,4,深圳市儿童医院,https://www.szkid.com.cn/,广东,深圳
小儿内科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
小儿内科,6,广东省人民医院,https://www.gdghospital.org.cn/,广东,
小儿内科,7,中山大学孙逸仙纪念医院,,广东,中山
小儿内科,8,海南省妇女儿童医学中心,,青海,海南
小儿内科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
小儿内科,10,南方医科大学深圳医院,,广东,深圳
小儿内科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
小儿内科,获提名,中山大学附属第六医院,,广东,中山
小儿内科,获提名,海南医科大学第二附属医院,,青海,海南
小儿内科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
小儿内科,获提名,海南医科大学第一附属医院,,青海,海南
小儿内科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
小儿内科,获提名,广州医科大学附属第一医院,,广东,广州
小儿内科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
小儿内科,获提名,北京大学深圳医院,,北京,北京
小儿内科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
小儿内科,获提名,广东省妇幼保健院,https://www.e3861.com/,广东,
小儿内科,获提名,深圳市妇幼保健院,,广东,深圳
小儿内科,获提名,广西壮族自治区妇幼保健院,,广西,
小儿内科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
小儿外科,1,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
小儿外科,2,广东省人民医院,https://www.gdghospital.org.cn/,广东,
小儿外科,3,深圳市儿童医院,https://www.szkid.com.cn/,广东,深圳
小儿外科,4,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
小儿外科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
小儿外科,6,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
小儿外科,7,海南省妇女儿童医学中心,,青海,海南
小儿外科,8,中山大学孙逸仙纪念医院,,广东,中山
小儿外科,9,广东省妇幼保健院,https://www.e3861.com/,广东,
小儿外科,10,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
小儿外科,获提名,广西壮族自治区妇幼保健院,,广西,
小儿外科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
小儿外科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
小儿外科,获提名,中国医学科学院阜外医院深圳医院,https://www.fuwaihospital.org/,广东,深圳
小儿外科,获提名,中国人民解放军南部战区总医院,,广东,广州
小儿外科,获提名,海南医科大学第一附属医院,,青海,海南
小儿外科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
小儿外科,获提名,广州医科大学附属第一医院,,广东,广州
小儿外科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
小儿外科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
胸外科,1,广东省人民医院,https://www.gdghospital.org.cn/,广东,
胸外科,2,广州医科大学附属第一医院,,广东,广州
胸外科,3,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
胸外科,4,中山大学肿瘤防治中心,,广东,中山
胸外科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
胸外科,6,中国人民解放军南部战区总医院,,广东,广州
胸外科,7,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
胸外科,8,中国医学科学院阜外医院深圳医院,https://www.fuwaihospital.org/,广东,深圳
胸外科,9,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
胸外科,10,中山大学孙逸仙纪念医院,,广东,中山
胸外科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
胸外科,获提名,高州市人民医院,,,
胸外科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
