科室,排名,医院名称
口腔科,获提名,西南医科大学口腔医学院·附属口腔医院
口腔科,获提名,贵阳市口腔医院
口腔科,获提名,陆军军医大学第二附属医院
泌尿外科,1,四川大学华西医院
泌尿外科,2,陆军军医大学第一附属医院
泌尿外科,3,重庆医科大学附属第一医院
泌尿外科,4,遵义医科大学附属医院
泌尿外科,5,昆明医科大学第二附属医院
泌尿外科,6,陆军军医大学第二附属医院
泌尿外科,7,四川省人民医院
泌尿外科,8,昆明医科大学第一附属医院
泌尿外科,9,重庆医科大学附属第二医院
泌尿外科,10,西南医科大学附属医院
泌尿外科,获提名,贵州省人民医院
泌尿外科,获提名,中国人民解放军陆军特色医学中心
泌尿外科,获提名,贵州医科大学附属医院
泌尿外科,获提名,西藏自治区人民医院
泌尿外科,获提名,重庆医科大学附属儿童医院
皮肤科,1,四川大学华西医院
皮肤科,2,重庆医科大学附属第一医院
皮肤科,3,昆明医科大学第一附属医院
皮肤科,4,陆军军医大学第二附属医院
皮肤科,5,陆军军医大学第一附属医院
皮肤科,6,贵州医科大学附属医院
皮肤科,7,中国人民解放军陆军特色医学中心
皮肤科,8,重庆医科大学附属第二医院
皮肤科,9,西南医科大学附属医院
皮肤科,10,四川省人民医院
皮肤科,获提名,云南省第一人民医院（昆华医院
皮肤科,获提名,西藏自治区人民医院
皮肤科,获提名,云南大学附属医院（云南省第二人民医院
皮肤科,获提名,贵黔国际总医院
皮肤科,获提名,贵州省人民医院
皮肤科,获提名,成都市第二人民医院
皮肤科,获提名,昆明医科大学第二附属医院
皮肤科,获提名,重庆市第一人民医院（重庆市中医院
皮肤科,获提名,重庆医科大学附属儿童医院
神经内科,1,四川大学华西医院
神经内科,2,陆军军医大学第一附属医院
神经内科,3,重庆医科大学附属第一医院
神经内科,4,中国人民解放军陆军特色医学中心
神经内科,5,昆明医科大学第一附属医院
神经内科,6,四川省人民医院
神经内科,7,贵州医科大学附属医院
神经内科,8,陆军军医大学第二附属医院
神经内科,9,重庆市人民医院
神经内科,10,重庆医科大学附属第二医院
神经内科,获提名,昆明医科大学第二附属医院
神经内科,获提名,川北医学院附属医院
神经内科,获提名,云南省第一人民医院（昆华医院
神经内科,获提名,西藏自治区人民医院
神经内科,获提名,云南大学附属医院（云南省第二人民医院
神经内科,获提名,贵州省人民医院
神经内科,获提名,遵义医科大学附属医院
神经外科,1,四川大学华西医院
神经外科,2,四川省人民医院
神经外科,3,陆军军医大学第一附属医院
神经外科,4,中国人民解放军陆军特色医学中心
神经外科,5,重庆医科大学附属第一医院
神经外科,6,贵州省人民医院
神经外科,7,昆明医科大学第一附属医院
神经外科,8,贵州医科大学附属医院
神经外科,9,陆军军医大学第二附属医院
神经外科,10,重庆医科大学附属第二医院
神经外科,获提名,云南省第一人民医院（昆华医院
神经外科,获提名,西南医科大学附属医院
神经外科,获提名,昆明医科大学第二附属医院
神经外科,获提名,西藏自治区人民医院
小儿内科,1,四川大学华西医院
小儿内科,2,重庆医科大学附属儿童医院
小儿内科,3,陆军军医大学第二附属医院
小儿内科,4,四川大学华西第二医院
小儿内科,5,陆军军医大学第一附属医院
小儿内科,6,成都市妇女儿童中心医院
小儿内科,7,四川省人民医院
小儿内科,8,昆明市儿童医院
小儿内科,9,昆明医科大学第一附属医院
小儿内科,10,贵阳市妇幼保健院
小儿内科,获提名,遵义医科大学附属医院
小儿内科,获提名,中国人民解放军陆军特色医学中心
小儿内科,获提名,重庆医科大学附属第二医院
小儿内科,获提名,重庆医科大学附属第一医院
小儿内科,获提名,云南省第一人民医院（昆华医院
小儿内科,获提名,贵州医科大学附属医院
小儿内科,获提名,中国人民解放军西部战区总医院
小儿内科,获提名,云南大学附属医院（云南省第二人民医院
小儿内科,获提名,西藏自治区人民医院
小儿内科,获提名,昆明医科大学第二附属医院
小儿内科,获提名,西南医科大学附属医院
小儿内科,获提名,贵州省妇幼保健院
小儿内科,获提名,贵州省人民医院
小儿内科,获提名,重庆市妇幼保健院
小儿外科,1,重庆医科大学附属儿童医院
小儿外科,2,四川大学华西医院
小儿外科,3,陆军军医大学第二附属医院
小儿外科,4,四川省人民医院
小儿外科,5,陆军军医大学第一附属医院
小儿外科,6,遵义医科大学附属医院
小儿外科,7,重庆医科大学附属第一医院
小儿外科,8,昆明市儿童医院
小儿外科,9,中国人民解放军陆军特色医学中心
小儿外科,10,成都市妇女儿童中心医院
小儿外科,获提名,贵州省人民医院
小儿外科,获提名,贵阳市妇幼保健院
小儿外科,获提名,昆明医科大学第一附属医院
胸外科,1,四川大学华西医院
胸外科,2,陆军军医大学第二附属医院
胸外科,3,四川省肿瘤医院
胸外科,4,昆明市延安医院
胸外科,5,重庆医科大学附属第一医院
胸外科,6,贵州省人民医院
胸外科,7,中国人民解放军陆军特色医学中心
心血管病,1,云南省肿瘤医院(昆明医科大学第三附属医院
心血管病,2,四川省人民医院
心血管病,3,重庆医科大学附属第一医院
心血管病,4,昆明医科大学第一附属医院
心血管病,5,中国人民解放军陆军特色医学中心
心血管病,6,遵义医科大学附属医院
心血管病,7,贵州医科大学附属医院
心血管病,8,陆军军医大学第一附属医院
心血管病,9,重庆市人民医院
心血管病,10,中国人民解放军西部战区总医院
心血管病,获提名,重庆医科大学附属儿童医院
心血管病,获提名,陆军军医大学第二附属医院
心血管病,获提名,贵州省人民医院
眼科,1,陆军军医大学第二附属医院
眼科,2,四川大学华西医院
眼科,3,重庆医科大学附属第一医院
眼科,4,贵州医科大学附属医院
眼科,5,云南大学附属医院（云南省第二人民医院
眼科,6,中国人民解放军陆军特色医学中心
眼科,7,陆军军医大学第一附属医院
眼科,8,四川省人民医院
眼科,9,云南省第一人民医院（昆华医院
眼科,10,昆明医科大学第一附属医院
眼科,获提名,中国人民解放军联勤保障部队第920医院
眼科,获提名,重庆医科大学附属第二医院
眼科,获提名,贵州省人民医院
眼科,获提名,昆明医科大学第二附属医院
眼科,获提名,重庆大学附属肿瘤医院
肿瘤学,1,陆军军医大学第一附属医院
肿瘤学,2,四川大学华西医院
肿瘤学,3,四川省肿瘤医院
肿瘤学,4,遵义医科大学附属医院
肿瘤学,5,重庆大学附属肿瘤医院
肿瘤学,6,昆明医科大学第二附属医院
肿瘤学,7,云南省肿瘤医院(昆明医科大学第三附属医院
肿瘤学,8,陆军军医大学第二附属医院
肿瘤学,9,四川省人民医院
肿瘤学,10,昆明医科大学第一附属医院
肿瘤学,获提名,贵州医科大学附属医院
肿瘤学,获提名,重庆医科大学附属第一医院
肿瘤学,获提名,贵州省人民医院
肿瘤学,获提名,中国人民解放军陆军特色医学中心
肿瘤学,获提名,四川大学华西口腔医院
肿瘤学,获提名,重庆医科大学附属儿童医院
肿瘤学,获提名,贵州省第二人民医院
肿瘤学,获提名,云南省第一人民医院（昆华医院
肿瘤学,获提名,贵州省肿瘤医院（贵州医科大学附属肿瘤医院
康复医学,1,四川大学华西医院
康复医学,2,四川省人民医院
康复医学,3,陆军军医大学第一附属医院
康复医学,4,重庆医科大学附属第一医院
康复医学,5,贵州医科大学附属医院
康复医学,6,昆明医科大学第一附属医院
康复医学,7,昆明医科大学第二附属医院
康复医学,8,云南省第一人民医院（昆华医院
康复医学,9,贵州省人民医院
康复医学,10,重庆医科大学附属第二医院
康复医学,获提名,中国人民解放军西部战区总医院
康复医学,获提名,中国人民解放军陆军特色医学中心
康复医学,获提名,云南大学附属医院（云南省第二人民医院
康复医学,获提名,四川省八一康复中心（四川省康复医院
康复医学,获提名,陆军军医大学第二附属医院
烧伤科,1,四川大学华西医院
烧伤科,2,陆军军医大学第一附属医院
烧伤科,3,四川省人民医院
烧伤科,4,遵义医科大学附属医院
烧伤科,5,昆明医科大学第一附属医院
烧伤科,6,昆明医科大学第二附属医院
烧伤科,7,重庆医科大学附属第一医院
烧伤科,8,贵州省人民医院
烧伤科,9,重庆市人民医院
烧伤科,10,贵州医科大学附属医院
烧伤科,获提名,中国人民解放军陆军特色医学中心
烧伤科,获提名,西藏自治区人民医院
烧伤科,获提名,重庆医科大学附属第三医院
烧伤科,获提名,贵阳钢厂职工医院
烧伤科,获提名,重庆医科大学附属儿童医院
烧伤科,获提名,西南医科大学附属医院
烧伤科,获提名,成都市第二人民医院
烧伤科,获提名,四川大学华西第二医院
超声医学,1,四川大学华西医院
超声医学,2,西南医科大学附属医院
超声医学,3,重庆医科大学附属第二医院
超声医学,4,重庆医科大学附属第一医院
超声医学,5,四川省人民医院
超声医学,6,陆军军医大学第一附属医院
超声医学,7,陆军军医大学第二附属医院
超声医学,8,贵州医科大学附属医院
超声医学,9,昆明医科大学第一附属医院
超声医学,10,遵义医科大学附属医院
超声医学,获提名,云南省肿瘤医院(昆明医科大学第三附属医院
超声医学,获提名,四川省肿瘤医院
超声医学,获提名,川北医学院附属医院
超声医学,获提名,重庆大学附属肿瘤医院
超声医学,获提名,中国人民解放军陆军特色医学中心
超声医学,获提名,昆明市延安医院
超声医学,获提名,重庆医科大学附属肿瘤医院
超声医学,获提名,重庆医科大学附属第三医院
超声医学,获提名,贵黔国际总医院
超声医学,获提名,西藏自治区人民医院
超声医学,获提名,贵州省人民医院
超声医学,获提名,重庆市急救医疗中心
超声医学,获提名,德阳市人民医院
超声医学,获提名,云南省第一人民医院（昆华医院
超声医学,获提名,成都市第三人民医院
超声医学,获提名,重庆市妇幼保健院
超声医学,获提名,四川大学华西第二医院
超声医学,获提名,成都市锦江区妇幼保健院
超声医学,获提名,成都西囡妇科医院
超声医学,获提名,成都市妇女儿童中心医院
超声医学,获提名,西藏阜康医院
超声医学,获提名,贵阳市妇幼保健院
超声医学,获提名,昆明医科大学第二附属医院
超声医学,获提名,重庆市人民医院
超声医学,获提名,成都市中西医结合医院
超声医学,获提名,重庆医科大学附属儿童医院
超声医学,获提名,昆明市儿童医院
超声医学,获提名,云南大学附属医院（云南省第二人民医院
超声医学,获提名,成都市公共卫生临床医疗中心
超声医学,获提名,重庆市公共卫生医疗救治中心
超声医学,获提名,昆明市第三人民医院
超声医学,获提名,重庆医科大学附属永川医院（重庆市第二人民医院
超声医学,获提名,贵阳市公共卫生救治中心
超声医学,获提名,云南省传染病医院/省艾滋病关爱中心/省心理卫生中心
超声医学,获提名,西藏自治区第三人民医院
超声医学,获提名,云南省第三人民医院
骨科,1,四川省人民医院
骨科,2,重庆医科大学附属第二医院
骨科,3,陆军军医大学第一附属医院
骨科,4,云南省第一人民医院（昆华医院
骨科,5,西南医科大学中西医结合学院·附属中医医院
骨科,6,北京积水潭医院贵州医院
骨科,7,贵州省人民医院
骨科,8,西藏自治区人民医院
骨科,9,西南医科大学附属医院
骨科,10,云南大学附属医院（云南省第二人民医院
骨科,获提名,云南省中医医院暨云南中医药大学第一附属医院
骨科,获提名,重庆医科大学附属第一医院
骨科,获提名,四川大学华西医院
骨科,获提名,昆明医科大学第一附属医院
骨科,获提名,贵州医科大学附属医院
骨科,获提名,四川大学华西第二医院
骨科,获提名,重庆医科大学附属儿童医院
骨科,获提名,陆军军医大学第二附属医院
骨科,获提名,中国人民解放军陆军特色医学中心
骨科,获提名,昆明医科大学第二附属医院
骨科,获提名,版权声明:本排行榜的版权属于【复旦大学医院
骨科,获提名,未经复旦大学医院
骨科,获提名,沪ICP备2023031494号版权所有 复旦大学医院
骨科,获提名,地址:上海市徐汇区医学院
