科室,排名,医院名称,官网URL,省份,城市
神经外科,3,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
神经外科,4,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
神经外科,5,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
神经外科,6,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
神经外科,7,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
神经外科,8,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
神经外科,9,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
神经外科,10,青海省人民医院,https://www.qhsrmyy.com/,青海,
神经外科,获提名,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
神经外科,获提名,新疆生产建设兵团医院,,新疆,
小儿内科,1,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
小儿内科,2,西安市儿童医院,,陕西,西安
小儿内科,3,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
小儿内科,4,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
小儿内科,5,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
小儿内科,6,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
小儿内科,7,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
小儿内科,8,青海省妇女儿童医院,,青海,
小儿内科,9,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
小儿内科,10,青海大学附属医院,https://www.qhuah.com/,青海,
小儿内科,获提名,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
小儿内科,获提名,石河子大学第一附属医院,,,
小儿内科,获提名,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
小儿内科,获提名,青海省人民医院,https://www.qhsrmyy.com/,青海,
小儿内科,获提名,中国人民解放军新疆军区总医院,,新疆,
小儿内科,获提名,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
小儿内科,获提名,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
小儿内科,获提名,甘肃省妇幼保健院（甘肃省中心医院,,甘肃,
小儿内科,获提名,西北妇女儿童医院,,,
小儿内科,获提名,乌鲁木齐儿童医院,,新疆,乌鲁木齐
小儿内科,获提名,宁夏回族自治区妇幼保健院,,宁夏,
小儿内科,获提名,北京儿童医院新疆医院,,北京,北京
小儿内科,获提名,银川市妇幼保健院（银川市儿童医院,,宁夏,银川
小儿内科,获提名,兰州市妇幼保健院,,甘肃,兰州
小儿内科,获提名,青海省妇幼保健院,,青海,
小儿外科,1,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
小儿外科,2,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
小儿外科,3,西安市儿童医院,,陕西,西安
小儿外科,4,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
小儿外科,5,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
小儿外科,6,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
小儿外科,7,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
小儿外科,8,北京儿童医院新疆医院,,北京,北京
小儿外科,9,青海省妇女儿童医院,,青海,
小儿外科,10,乌鲁木齐儿童医院,,新疆,乌鲁木齐
小儿外科,获提名,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
小儿外科,获提名,咸阳彩虹医院,,陕西,咸阳
小儿外科,获提名,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
小儿外科,获提名,西北妇女儿童医院,,,
小儿外科,获提名,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
小儿外科,获提名,陕西省人民医院,https://www.spph-sx.com/,陕西,
小儿外科,获提名,青海省心脑血管病专科医院,,青海,
小儿外科,获提名,青海省人民医院,https://www.qhsrmyy.com/,青海,
小儿外科,获提名,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
胸外科,1,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
胸外科,2,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
胸外科,3,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
胸外科,4,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
胸外科,5,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
胸外科,6,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
胸外科,7,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
胸外科,8,陕西省人民医院,https://www.spph-sx.com/,陕西,
胸外科,9,青海省心脑血管病专科医院,,青海,
胸外科,10,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
胸外科,获提名,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
胸外科,获提名,中国人民解放军新疆军区总医院,,新疆,
胸外科,获提名,新疆医科大学附属肿瘤医院,,新疆,
胸外科,获提名,陕西省肿瘤医院,https://www.sxszlyy.com/,陕西,
胸外科,获提名,甘肃省肿瘤医院,https://www.gszlyy.com/,甘肃,
胸外科,获提名,青海省人民医院,https://www.qhsrmyy.com/,青海,
胸外科,获提名,青海大学附属医院,https://www.qhuah.com/,青海,
胸外科,获提名,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
眼科,1,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
眼科,2,西安市人民医院（西安市第四医院,,陕西,西安
眼科,3,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
眼科,4,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
眼科,5,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
眼科,6,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
眼科,7,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
眼科,8,中国人民解放军第474医院,,,
眼科,9,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
眼科,10,青海省人民医院,https://www.qhsrmyy.com/,青海,
眼科,获提名,中国人民解放军联勤保障部队第940医院,,,
眼科,获提名,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
眼科,获提名,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
眼科,获提名,石河子大学第一附属医院,,,
眼科,获提名,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
眼科,获提名,陕西省人民医院,https://www.spph-sx.com/,陕西,
眼科,获提名,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
肿瘤学,1,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
肿瘤学,2,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
肿瘤学,3,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
肿瘤学,4,新疆医科大学附属肿瘤医院,,新疆,
肿瘤学,5,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
肿瘤学,6,陕西省肿瘤医院,https://www.sxszlyy.com/,陕西,
肿瘤学,7,青海大学附属医院,https://www.qhuah.com/,青海,
肿瘤学,8,甘肃省肿瘤医院,https://www.gszlyy.com/,甘肃,
肿瘤学,9,石河子大学第一附属医院,,,
肿瘤学,10,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
肿瘤学,获提名,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
肿瘤学,获提名,中国人民解放军联勤保障部队第940医院,,,
肿瘤学,获提名,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
肿瘤学,获提名,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
肿瘤学,获提名,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
肿瘤学,获提名,新疆生产建设兵团医院,,新疆,
肿瘤学,获提名,青海省人民医院,https://www.qhsrmyy.com/,青海,
肿瘤学,获提名,西安市中心医院,,陕西,西安
肿瘤学,获提名,陕西省人民医院,https://www.spph-sx.com/,陕西,
肿瘤学,获提名,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
肿瘤学,获提名,青海省第五人民医院(青海省肿瘤医院,,青海,
肿瘤学,获提名,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
康复医学,1,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
康复医学,2,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
康复医学,3,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
康复医学,4,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
康复医学,5,陕西省人民医院,https://www.spph-sx.com/,陕西,
康复医学,6,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
康复医学,7,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
康复医学,8,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
康复医学,9,青海省人民医院,https://www.qhsrmyy.com/,青海,
康复医学,10,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
康复医学,获提名,青海大学附属医院,https://www.qhuah.com/,青海,
康复医学,获提名,石河子大学第一附属医院,,,
康复医学,获提名,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
康复医学,获提名,甘肃省康复中心医院,,甘肃,
康复医学,获提名,陕西省康复医院（陕西省残疾人康复中心,,陕西,
康复医学,获提名,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
康复医学,获提名,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
康复医学,获提名,西宁市第一人民医院,,青海,西宁
康复医学,获提名,甘肃省中医院,,甘肃,
康复医学,获提名,西安市红会医院,,陕西,西安
烧伤科,1,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
烧伤科,2,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
烧伤科,3,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
烧伤科,4,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
烧伤科,5,青海大学附属医院,https://www.qhuah.com/,青海,
烧伤科,6,青海省人民医院,https://www.qhsrmyy.com/,青海,
烧伤科,7,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
烧伤科,8,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
烧伤科,9,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
烧伤科,10,新疆生产建设兵团医院,,新疆,
烧伤科,获提名,陕西省人民医院,https://www.spph-sx.com/,陕西,
烧伤科,获提名,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
烧伤科,获提名,甘肃省肿瘤医院,https://www.gszlyy.com/,甘肃,
烧伤科,获提名,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
烧伤科,获提名,中国人民解放军联勤保障部队第940医院,,,
烧伤科,获提名,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
烧伤科,获提名,中国人民解放军新疆军区总医院,,新疆,
烧伤科,获提名,石河子大学第一附属医院,,,
烧伤科,获提名,西安市第九医院（西安交大医学院附属,,陕西,西安
烧伤科,获提名,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
烧伤科,获提名,新疆克拉玛依市中心医院,,新疆,克拉玛依
超声医学,1,空军军医大学第一附属医院（西京医院,https://www.fmmu.edu.cn/,,
超声医学,2,西安交通大学第一附属医院,https://www.dyyy.xjtu.edu.cn/,陕西,西安
超声医学,3,空军军医大学第二附属医院（唐都医院,https://www.tangdu.com/,,
超声医学,4,宁夏医科大学总医院,https://www.nyfy.com.cn/,宁夏,
超声医学,5,新疆医科大学第一附属医院,https://www.xydyfy.com/,新疆,
超声医学,6,新疆维吾尔自治区人民医院,https://www.xjrmyy.com/,新疆,
超声医学,7,兰州大学第二医院,https://www.ldey.com.cn/,甘肃,兰州
超声医学,8,中国人民解放军联勤保障部队第940医院,,,
超声医学,9,兰州大学第一医院,https://www.lzdxdyyy.com/,甘肃,兰州
超声医学,10,青海省人民医院,https://www.qhsrmyy.com/,青海,
超声医学,获提名,新疆医科大学附属肿瘤医院,,新疆,
超声医学,获提名,甘肃省人民医院,https://www.gsrmyy.com/,甘肃,
超声医学,获提名,西安交通大学第二附属医院,https://www.2yuan.xjtu.edu.cn/,陕西,西安
超声医学,获提名,中国人民解放军新疆军区总医院,,新疆,
超声医学,获提名,陕西省人民医院,https://www.spph-sx.com/,陕西,
超声医学,获提名,青海大学附属医院,https://www.qhuah.com/,青海,
超声医学,获提名,宁夏回族自治区人民医院,https://www.nxrmyy.com/,宁夏,
超声医学,获提名,石河子大学第一附属医院,,,
超声医学,获提名,西北妇女儿童医院,,,
超声医学,获提名,甘肃省妇幼保健院（甘肃省中心医院,,甘肃,
超声医学,获提名,石嘴山市第一人民医院,,宁夏,石嘴山
超声医学,获提名,乌鲁木齐市友谊医院,,新疆,乌鲁木齐
超声医学,获提名,银川市第一人民医院,,宁夏,银川
超声医学,获提名,青海省心脑血管病专科医院,,青海,
超声医学,获提名,甘肃省第二人民医院,,甘肃,
超声医学,获提名,陕西省结核病防治院（陕西省第五人民医院,,陕西,
超声医学,获提名,西安市胸科医院（西安市结核病胸部肿瘤医院,,陕西,西安
超声医学,获提名,青海省第四人民医院,,青海,
超声医学,获提名,西安医学院第一附属医院,,陕西,西安
超声医学,获提名,新疆维吾尔自治区胸科医院,,新疆,
超声医学,获提名,宁夏回族自治区第四人民医院,,宁夏,
超声医学,获提名,兰州市肺科医院,,甘肃,兰州
超声医学,获提名,新疆医科大学第八附属医院,,新疆,
超声医学,获提名,新疆维吾尔自治区第六人民医院,,新疆,
超声医学,获提名,西宁市第一人民医院,,青海,西宁
超声医学,获提名,西安市红会医院,,陕西,西安
超声医学,获提名,西安大兴医院,,陕西,西安
超声医学,获提名,西安市儿童医院,,陕西,西安
超声医学,获提名,版权声明:本排行榜的版权属于【复旦大学医院,,,
超声医学,获提名,未经复旦大学医院,,,
超声医学,获提名,沪ICP备2023031494号版权所有 复旦大学医院,,,
超声医学,获提名,地址:上海市徐汇区医学院,,上海,上海
