科室,排名,医院名称,官网URL,省份,城市
肿瘤学,1,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
肿瘤学,2,河南省肿瘤医院(郑州大学附属肿瘤医院,https://www.anti-cancer.com.cn/,河南,郑州
肿瘤学,3,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
肿瘤学,4,中南大学湘雅医院,https://www.xiangya.com.cn/,,
肿瘤学,5,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
肿瘤学,6,湖南省肿瘤医院,https://www.hnzlyy.com/,湖南,
肿瘤学,7,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
肿瘤学,8,湖北省肿瘤医院,https://www.hbch.com.cn/,湖北,
肿瘤学,9,中南大学湘雅二医院,https://www.xyeyy.com/,,
肿瘤学,10,湖南省人民医院（湖南师范大学附属第一医院,https://www.hnsrmyy.com/,湖南,
肿瘤学,获提名,中南大学湘雅三医院,https://www.xy3yy.com/,,
肿瘤学,获提名,河南省人民医院,https://www.hnsrmyy.net/,河南,
肿瘤学,获提名,郑州大学第五附属医院,,河南,郑州
肿瘤学,获提名,武汉大学中南医院,https://www.znhospital.cn/,湖北,武汉
肿瘤学,获提名,武汉市第三医院暨武汉大学附属同仁医院,,湖北,武汉
康复医学,1,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
康复医学,2,中南大学湘雅医院,https://www.xiangya.com.cn/,,
康复医学,3,中南大学湘雅二医院,https://www.xyeyy.com/,,
康复医学,4,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
康复医学,5,郑州大学第五附属医院,,河南,郑州
康复医学,6,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
康复医学,7,武汉大学中南医院,https://www.znhospital.cn/,湖北,武汉
康复医学,8,河南省人民医院,https://www.hnsrmyy.net/,河南,
康复医学,9,郑州市第九人民医院,,河南,郑州
康复医学,10,中国人民解放军中部战区总医院,,湖北,武汉
康复医学,获提名,河南中医药大学第一附属医院（河南省中西医结合儿童医院,,河南,
康复医学,获提名,河南省中西医结合康复医院,,河南,
康复医学,获提名,湖北省中西医结合医院（湖北省新华医院,,湖北,
康复医学,获提名,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
康复医学,获提名,湖南省人民医院（湖南师范大学附属第一医院,https://www.hnsrmyy.com/,湖南,
康复医学,获提名,中南大学湘雅三医院,https://www.xy3yy.com/,,
康复医学,获提名,湘雅博爱康复医院,,,
康复医学,获提名,新乡医学院第一附属医院,,河南,新乡
烧伤科,1,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
烧伤科,2,武汉市第三医院暨武汉大学附属同仁医院,,湖北,武汉
烧伤科,3,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
烧伤科,4,郑州市第一人民医院,,河南,郑州
烧伤科,5,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
烧伤科,6,中南大学湘雅医院,https://www.xiangya.com.cn/,,
烧伤科,7,中南大学湘雅二医院,https://www.xyeyy.com/,,
烧伤科,8,中国人民解放军联勤保障部队第990医院,,,
烧伤科,9,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
烧伤科,10,中南大学湘雅三医院,https://www.xy3yy.com/,,
烧伤科,获提名,河南省人民医院,https://www.hnsrmyy.net/,河南,
烧伤科,获提名,武汉大学中南医院,https://www.znhospital.cn/,湖北,武汉
烧伤科,获提名,郑州大学第三附属医院,,河南,郑州
烧伤科,获提名,湖南中医药大学第一附属医院,,湖南,
烧伤科,获提名,新乡市第二人民医院,,河南,新乡
烧伤科,获提名,南华大学附属第一医院,,,
烧伤科,获提名,河南科技大学第一附属医院,,河南,
烧伤科,获提名,南阳南石医院,,河南,南阳
烧伤科,获提名,湖南省人民医院（湖南师范大学附属第一医院,https://www.hnsrmyy.com/,湖南,
烧伤科,获提名,黄石市第五医院,,湖北,黄石
超声医学,1,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
超声医学,2,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
超声医学,3,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
超声医学,4,河南省人民医院,https://www.hnsrmyy.net/,河南,
超声医学,5,中南大学湘雅医院,https://www.xiangya.com.cn/,,
超声医学,6,河南省肿瘤医院(郑州大学附属肿瘤医院,https://www.anti-cancer.com.cn/,河南,郑州
超声医学,7,中南大学湘雅二医院,https://www.xyeyy.com/,,
超声医学,8,武汉大学中南医院,https://www.znhospital.cn/,湖北,武汉
超声医学,9,湖南省肿瘤医院,https://www.hnzlyy.com/,湖南,
超声医学,10,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
超声医学,获提名,中南大学湘雅三医院,https://www.xy3yy.com/,,
超声医学,获提名,湖南省人民医院（湖南师范大学附属第一医院,https://www.hnsrmyy.com/,湖南,
超声医学,获提名,中国人民解放军中部战区总医院,,湖北,武汉
超声医学,获提名,郑州市第一人民医院,,河南,郑州
超声医学,获提名,长沙市中心医院(南华大学附属长沙中心医院,,湖南,长沙
超声医学,获提名,南华大学附属南华医院,,,
超声医学,获提名,郑州大学第二附属医院,https://www.zzusah.com/,河南,郑州
超声医学,获提名,南华大学附属第一医院,,,
超声医学,获提名,宜昌市中心人民医院,,湖北,宜昌
超声医学,获提名,中信湘雅生殖与遗传专科医院,,,
超声医学,获提名,郑州大学第三附属医院,,河南,郑州
超声医学,获提名,武汉华科生殖专科医院,,湖北,武汉
心血管病,1,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
心血管病,2,湖南省儿童医院,,湖南,
心血管病,3,中南大学湘雅医院,https://www.xiangya.com.cn/,,
心血管病,4,中南大学湘雅二医院,https://www.xyeyy.com/,,
心血管病,5,河南省儿童医院,,河南,
心血管病,6,中南大学湘雅三医院,https://www.xy3yy.com/,,
骨科,1,武汉市肺科医院,,湖北,武汉
骨科,2,河南省人民医院,https://www.hnsrmyy.net/,河南,
骨科,3,河南省胸科医院,,河南,
骨科,4,湖南省人民医院（湖南师范大学附属第一医院,https://www.hnsrmyy.com/,湖南,
骨科,5,武汉市金银潭医院,,湖北,武汉
骨科,6,中南大学湘雅三医院,https://www.xy3yy.com/,,
骨科,7,湖南省结核病防治所(湖南省胸科医院,,湖南,
骨科,8,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
骨科,9,长沙市中心医院(南华大学附属长沙中心医院,,湖南,长沙
骨科,10,中南大学湘雅医院,https://www.xiangya.com.cn/,,
骨科,获提名,河南省传染病医院（郑州市第六人民医院,,河南,郑州
骨科,获提名,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
骨科,获提名,中南大学湘雅二医院,https://www.xyeyy.com/,,
骨科,获提名,新乡医学院第一附属医院,,河南,新乡
骨科,获提名,武汉市中心医院,,湖北,武汉
骨科,获提名,武汉大学中南医院,https://www.znhospital.cn/,湖北,武汉
骨科,获提名,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
骨科,获提名,河南科技大学第一附属医院,,河南,
骨科,获提名,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
骨科,1,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
骨科,2,中南大学湘雅二医院,https://www.xyeyy.com/,,
骨科,3,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
骨科,4,中南大学湘雅三医院,https://www.xy3yy.com/,,
骨科,5,湖南省人民医院（湖南师范大学附属第一医院,https://www.hnsrmyy.com/,湖南,
骨科,6,武汉市第四医院,,湖北,武汉
骨科,7,中南大学湘雅医院,https://www.xiangya.com.cn/,,
骨科,8,湖北省第三人民医院(湖北省中山医院,,广东,中山
骨科,9,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
骨科,10,武汉市中心医院,,湖北,武汉
骨科,获提名,郑州大学第二附属医院,https://www.zzusah.com/,河南,郑州
骨科,获提名,河南省肿瘤医院(郑州大学附属肿瘤医院,https://www.anti-cancer.com.cn/,河南,郑州
骨科,获提名,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
骨科,1,华中科技大学同济医学院附属同济医院,https://www.tjh.com.cn/,,
骨科,2,中南大学湘雅医院,https://www.xiangya.com.cn/,,
骨科,3,郑州大学第一附属医院,https://www.fcc.zzu.edu.cn/,河南,郑州
骨科,4,华中科技大学同济医学院附属协和医院,https://www.whuh.com/,,
骨科,5,中南大学湘雅二医院,https://www.xyeyy.com/,,
骨科,6,河南省人民医院,https://www.hnsrmyy.net/,河南,
骨科,7,中南大学湘雅三医院,https://www.xy3yy.com/,,
骨科,8,武汉大学人民医院,https://www.rmhospital.com/,湖北,武汉
骨科,9,武汉市妇女儿童医疗保健中心,,湖北,武汉
骨科,10,版权声明:本排行榜的版权属于【复旦大学医院,,,
骨科,获提名,未经复旦大学医院,,,
骨科,获提名,沪ICP备2023031494号版权所有 复旦大学医院,,,
骨科,获提名,地址:上海市徐汇区医学院,,上海,上海
