hospital_name,department,rank,url,province,city,region
吉林省人民医院,病理科,获提名,http://www.baidu.com/link?url=_JPuVNK2jYXu3bM3Lu6yFIBwiz9sa5EwO0BRohH-o8_71id4-cqkKN_kssbHch83dsM-rBeebqnRDf_GdWOJPRwwPzctRyEWTWDqwe6b1RK,吉林,,东北区
吉林省肿瘤医院,病理科,获提名,,吉林,,东北区
中国人民解放军北部战区总医院,病理科,获提名,https://www.81hospital.com/,辽宁,沈阳,东北区
大连医科大学附属第二医院,病理科,获提名,https://www.shdmu.com/,辽宁,大连,东北区
沈阳市第六人民医院,病理科,获提名,,辽宁,沈阳,东北区
大连市第六人民医院,病理科,获提名,,辽宁,大连,东北区
哈尔滨医科大学附属第四医院,病理科,获提名,,黑龙江,哈尔滨,东北区
沈阳医学院附属中心医院,病理科,获提名,,辽宁,沈阳,东北区
中国医科大学附属盛京医院,放射科,1,https://www.shengjing.com/,,,东北区
中国医科大学附属第一医院,放射科,2,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,,东北区
哈尔滨医科大学附属第二医院,放射科,3,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
吉林大学第一医院,放射科,4,https://www.bohe.cn/hospital/1686/introduce/,吉林,,东北区
吉林大学中日联谊医院,放射科,5,https://www.zrlyyy.com/,吉林,,东北区
大连医科大学附属第一医院,放射科,6,https://www.dmu-1.com/,辽宁,大连,东北区
哈尔滨医科大学附属第一医院,放射科,7,https://www.hydyy.org.cn/,黑龙江,哈尔滨,东北区
吉林大学第二医院,放射科,8,https://www.jdey.com.cn/,吉林,,东北区
中国人民解放军北部战区总医院,放射科,9,https://www.81hospital.com/,辽宁,沈阳,东北区
哈尔滨医科大学附属第四医院,放射科,10,,黑龙江,哈尔滨,东北区
辽宁省肿瘤医院暨大连理工大学附属肿瘤医院,放射科,获提名,https://www.lnszlyy.com/,辽宁,大连,东北区
大连医科大学附属第二医院,放射科,获提名,https://www.shdmu.com/,辽宁,大连,东北区
大连大学附属中山医院,放射科,获提名,,辽宁,大连,东北区
哈尔滨医科大学附属肿瘤医院,放射科,获提名,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
中国医科大学附属第一医院,呼吸科,1,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,,东北区
哈尔滨医科大学附属第一医院,呼吸科,2,https://www.hydyy.org.cn/,黑龙江,哈尔滨,东北区
吉林大学第一医院,呼吸科,3,https://www.bohe.cn/hospital/1686/introduce/,吉林,,东北区
哈尔滨医科大学附属第二医院,呼吸科,4,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
中国医科大学附属盛京医院,呼吸科,5,https://www.shengjing.com/,,,东北区
吉林大学第二医院,呼吸科,6,https://www.jdey.com.cn/,吉林,,东北区
中国人民解放军北部战区总医院,呼吸科,7,https://www.81hospital.com/,辽宁,沈阳,东北区
大连医科大学附属第一医院,呼吸科,8,https://www.dmu-1.com/,辽宁,大连,东北区
大连医科大学附属第二医院,呼吸科,9,https://www.shdmu.com/,辽宁,大连,东北区
吉林大学中日联谊医院,呼吸科,10,https://www.zrlyyy.com/,吉林,,东北区
吉林省人民医院,呼吸科,获提名,,吉林,,东北区
锦州医科大学附属第一医院,呼吸科,获提名,,辽宁,锦州,东北区
中国医科大学附属盛京医院,骨科,1,https://www.shengjing.com/,,,东北区
中国医科大学附属第一医院,骨科,2,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,,东北区
吉林大学第二医院,骨科,3,https://www.jdey.com.cn/,吉林,,东北区
哈尔滨医科大学附属第一医院,骨科,4,https://www.hydyy.org.cn/,黑龙江,哈尔滨,东北区
吉林大学第一医院,骨科,5,https://www.bohe.cn/hospital/1686/introduce/,吉林,,东北区
哈尔滨医科大学附属第二医院,骨科,6,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
吉林大学中日联谊医院,骨科,7,https://www.zrlyyy.com/,吉林,,东北区
大连医科大学附属第一医院,骨科,8,https://www.dmu-1.com/,辽宁,大连,东北区
辽宁省肿瘤医院暨大连理工大学附属肿瘤医院,骨科,9,https://www.lnszlyy.com/,辽宁,大连,东北区
大连医科大学附属第二医院,骨科,10,https://www.shdmu.com/,辽宁,大连,东北区
辽宁省妇幼保健院,骨科,获提名,,辽宁,,东北区
大连大学附属中山医院,骨科,获提名,,辽宁,大连,东北区
中国人民解放军北部战区总医院,骨科,获提名,https://www.81hospital.com/,辽宁,沈阳,东北区
辽宁省人民医院,骨科,获提名,,辽宁,,东北区
大连大学附属新华医院,骨科,获提名,,辽宁,大连,东北区
锦州医科大学附属第一医院,骨科,获提名,,辽宁,锦州,东北区
哈尔滨医科大学附属第一医院,口腔科,1,https://www.hydyy.org.cn/,黑龙江,哈尔滨,东北区
中国医科大学附属口腔医院,口腔科,2,,,,东北区
中国医科大学附属第一医院,口腔科,3,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,,东北区
吉林大学口腔医院,口腔科,4,,吉林,,东北区
哈尔滨市第一专科医院,口腔科,5,,黑龙江,哈尔滨,东北区
哈尔滨医科大学附属口腔医院,口腔科,6,,黑龙江,哈尔滨,东北区
吉林省脑科医院,口腔科,7,,吉林,,东北区
大连市口腔医院,口腔科,8,,辽宁,大连,东北区
大连市第七人民医院,口腔科,9,,辽宁,大连,东北区
佳木斯大学附属第二医院（口腔医院,口腔科,10,,黑龙江,佳木斯,东北区
辽宁省精神卫生中心,口腔科,获提名,,辽宁,,东北区
长春市第六医院,口腔科,获提名,,吉林,长春,东北区
中国医科大学附属盛京医院,口腔科,获提名,https://www.shengjing.com/,,,东北区
黑龙江省神经精神病医院(黑龙江省第三医院,口腔科,获提名,,黑龙江,,东北区
大庆市第三医院,口腔科,获提名,,黑龙江,大庆,东北区
吉林大学第一医院,口腔科,获提名,https://www.bohe.cn/hospital/1686/introduce/,吉林,,东北区
沈阳市精神卫生中心,口腔科,获提名,,辽宁,沈阳,东北区
大连医科大学附属口腔医院,口腔科,获提名,,辽宁,大连,东北区
沈阳市口腔医院,口腔科,获提名,,辽宁,沈阳,东北区
锦州医科大学附属第二医院,口腔科,获提名,,辽宁,锦州,东北区
牡丹江医学院附属红旗医院,口腔科,获提名,,黑龙江,牡丹江,东北区
中国医科大学附属第一医院,泌尿外科,1,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,,东北区
中国医科大学附属盛京医院,泌尿外科,2,https://www.shengjing.com/,,,东北区
吉林大学第一医院,泌尿外科,3,https://www.bohe.cn/hospital/1686/introduce/,吉林,,东北区
哈尔滨医科大学附属第二医院,泌尿外科,4,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
哈尔滨医科大学附属第一医院,泌尿外科,5,https://www.hydyy.org.cn/,黑龙江,哈尔滨,东北区
中国人民解放军北部战区总医院,泌尿外科,6,https://www.81hospital.com/,辽宁,沈阳,东北区
哈尔滨医科大学附属肿瘤医院,泌尿外科,7,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
哈尔滨医科大学附属第四医院,泌尿外科,8,,黑龙江,哈尔滨,东北区
吉林大学中日联谊医院,泌尿外科,9,https://www.zrlyyy.com/,吉林,,东北区
大连医科大学附属第一医院,泌尿外科,10,https://www.dmu-1.com/,辽宁,大连,东北区
吉林大学第二医院,泌尿外科,获提名,https://www.jdey.com.cn/,吉林,,东北区
大连医科大学附属第二医院,泌尿外科,获提名,https://www.shdmu.com/,辽宁,大连,东北区
中国医科大学附属第四医院,泌尿外科,获提名,,,,东北区
中国医科大学附属第一医院,皮肤科,1,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,,东北区
吉林大学第一医院,皮肤科,2,https://www.bohe.cn/hospital/1686/introduce/,吉林,,东北区
哈尔滨医科大学附属第二医院,皮肤科,3,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨,东北区
哈尔滨医科大学附属第一医院,皮肤科,4,https://www.hydyy.org.cn/,黑龙江,哈尔滨,东北区
吉林大学第二医院,皮肤科,5,https://www.jdey.com.cn/,吉林,,东北区
中国医科大学附属盛京医院,皮肤科,6,https://www.shengjing.com/,,,东北区
大连医科大学附属第一医院,皮肤科,7,https://www.dmu-1.com/,辽宁,大连,东北区
大连医科大学附属第二医院,皮肤科,8,https://www.shdmu.com/,辽宁,大连,东北区
吉林省人民医院,皮肤科,9,,吉林,,东北区
黑龙江省医院（黑龙江省中日友谊医院,皮肤科,10,,黑龙江,,东北区
吉林大学中日联谊医院,皮肤科,获提名,https://www.zrlyyy.com/,吉林,,东北区
大连市中心医院,皮肤科,获提名,,辽宁,大连,东北区
中国人民解放军北部战区总医院,皮肤科,获提名,https://www.81hospital.com/,辽宁,沈阳,东北区
