科室,排名,医院名称
泌尿外科,获提名,大连医科大学附属第二医院
泌尿外科,获提名,中国医科大学附属第四医院
皮肤科,1,中国医科大学附属第一医院
皮肤科,2,吉林大学第一医院
皮肤科,3,哈尔滨医科大学附属第二医院
皮肤科,4,哈尔滨医科大学附属第一医院
皮肤科,5,吉林大学第二医院
皮肤科,6,中国医科大学附属盛京医院
皮肤科,7,大连医科大学附属第一医院
皮肤科,8,大连医科大学附属第二医院
皮肤科,9,吉林省人民医院
皮肤科,10,黑龙江省医院（黑龙江省中日友谊医院
皮肤科,获提名,吉林大学中日联谊医院
皮肤科,获提名,大连市中心医院
皮肤科,获提名,中国人民解放军北部战区总医院
皮肤科,获提名,中国医科大学附属第四医院
皮肤科,获提名,沈阳市第七人民医院暨沈阳市中西医结合医院
皮肤科,获提名,延边大学附属医院（延边医院
皮肤科,获提名,大连市皮肤病医院
神经内科,1,中国医科大学附属第一医院
神经内科,2,吉林大学第一医院
神经内科,3,哈尔滨医科大学附属第一医院
神经内科,4,中国医科大学附属盛京医院
神经内科,5,哈尔滨医科大学附属第二医院
神经内科,6,大连医科大学附属第一医院
神经内科,7,吉林大学第二医院
神经内科,8,吉林大学中日联谊医院
神经内科,9,中国医科大学附属第四医院
神经内科,10,大连医科大学附属第二医院
神经内科,获提名,中国人民解放军北部战区总医院
神经内科,获提名,辽宁省人民医院
神经外科,1,中国医科大学附属第一医院
神经外科,2,哈尔滨医科大学附属第一医院
神经外科,3,大连医科大学附属第一医院
神经外科,4,吉林大学第一医院
神经外科,5,哈尔滨医科大学附属第二医院
神经外科,6,中国医科大学附属盛京医院
神经外科,7,吉林大学第二医院
神经外科,8,大连医科大学附属第二医院
神经外科,9,中国人民解放军北部战区总医院
神经外科,10,辽宁省人民医院
神经外科,获提名,吉林大学中日联谊医院
小儿内科,1,中国医科大学附属盛京医院
小儿内科,2,中国人民解放军北部战区总医院
小儿内科,3,吉林大学第一医院
小儿内科,4,哈尔滨医科大学附属第六医院
小儿内科,5,中国医科大学附属第一医院
小儿内科,6,大连市妇女儿童医疗中心
小儿内科,7,哈尔滨医科大学附属第一医院
小儿内科,8,长春市儿童医院
小儿内科,9,吉林大学中日联谊医院
小儿内科,10,黑龙江省医院（黑龙江省中日友谊医院
小儿内科,获提名,哈尔滨医科大学附属第二医院
小儿内科,获提名,大连医科大学附属第一医院
小儿内科,获提名,吉林大学第二医院
小儿内科,获提名,吉林省人民医院
小儿内科,获提名,哈尔滨医科大学附属肿瘤医院
小儿内科,获提名,吉林市中心医院
小儿内科,获提名,沈阳市儿童医院
小儿内科,获提名,大连医科大学附属第二医院
小儿外科,1,中国医科大学附属盛京医院
小儿外科,2,中国人民解放军北部战区总医院
小儿外科,3,哈尔滨医科大学附属第六医院
小儿外科,4,哈尔滨医科大学附属第二医院
小儿外科,5,长春市儿童医院
小儿外科,6,中国医科大学附属第一医院
小儿外科,7,大连市妇女儿童医疗中心
小儿外科,8,哈尔滨医科大学附属第一医院
小儿外科,9,吉林大学第一医院
小儿外科,10,沈阳市儿童医院
小儿外科,获提名,锦州市妇婴医院
小儿外科,获提名,吉林大学第二医院
小儿外科,获提名,大连医科大学附属第一医院
小儿外科,获提名,辽宁省人民医院
小儿外科,获提名,吉林大学中日联谊医院
小儿外科,获提名,哈尔滨医科大学附属肿瘤医院
胸外科,1,中国人民解放军北部战区总医院
胸外科,2,中国医科大学附属第一医院
胸外科,3,哈尔滨医科大学附属第二医院
胸外科,4,吉林大学第一医院
胸外科,5,吉林大学第二医院
胸外科,6,哈尔滨医科大学附属肿瘤医院
胸外科,7,哈尔滨医科大学附属第一医院
胸外科,8,大连医科大学附属第一医院
胸外科,9,吉林大学中日联谊医院
胸外科,10,辽宁省肿瘤医院暨大连理工大学附属肿瘤医院
胸外科,获提名,吉林省肿瘤医院
胸外科,获提名,中国医科大学附属盛京医院
眼科,1,吉林大学第一医院
眼科,2,哈尔滨医科大学附属第一医院
眼科,3,哈尔滨市第一医院
眼科,4,哈尔滨医科大学附属第二医院
眼科,5,中国医科大学附属第一医院
眼科,6,吉林大学第二医院
眼科,7,中国医科大学附属盛京医院
眼科,8,大连医科大学附属第一医院
眼科,9,大连医科大学附属第二医院
眼科,10,中国人民解放军北部战区总医院
眼科,获提名,大连大学附属中山医院
肿瘤学,1,中国医科大学附属第一医院
肿瘤学,2,哈尔滨医科大学附属肿瘤医院
肿瘤学,3,吉林大学第一医院
肿瘤学,4,吉林省肿瘤医院
肿瘤学,5,哈尔滨医科大学附属第一医院
肿瘤学,6,中国人民解放军北部战区总医院
肿瘤学,7,辽宁省肿瘤医院暨大连理工大学附属肿瘤医院
肿瘤学,8,哈尔滨医科大学附属第二医院
肿瘤学,9,辽宁省人民医院
肿瘤学,10,大连医科大学附属第一医院
肿瘤学,获提名,黑龙江省医院（黑龙江省中日友谊医院
肿瘤学,获提名,哈尔滨医科大学附属第四医院
肿瘤学,获提名,中国医科大学附属盛京医院
肿瘤学,获提名,吉林大学中日联谊医院
肿瘤学,获提名,大连大学附属新华医院
肿瘤学,获提名,大连市中心医院
肿瘤学,获提名,大连医科大学附属第二医院
康复医学,1,中国医科大学附属第一医院
康复医学,2,中国医科大学附属盛京医院
康复医学,3,哈尔滨医科大学附属第一医院
康复医学,4,吉林大学第二医院
康复医学,5,吉林大学第一医院
康复医学,6,大连医科大学附属第一医院
康复医学,7,哈尔滨医科大学附属第二医院
康复医学,8,中国人民解放军北部战区总医院
康复医学,9,辽宁省金秋医院
康复医学,10,黑龙江省医院（黑龙江省中日友谊医院
康复医学,获提名,辽宁医学院附属第一医院
康复医学,获提名,辽宁省人民医院
康复医学,获提名,佳木斯大学附属第三医院
康复医学,获提名,吉林大学中日联谊医院
康复医学,获提名,大连医科大学附属第二医院
康复医学,获提名,黑龙江中医药大学附属第二医院
康复医学,获提名,黑龙江省康复医院
康复医学,获提名,黑龙江中医药大学附属第一医院
康复医学,获提名,黑龙江省农垦总局总医院
康复医学,获提名,辽宁中医药大学附属医院（辽宁省中医院
康复医学,获提名,黑龙江中医药大学附属第四医院
康复医学,获提名,大连港医院
康复医学,获提名,哈尔滨市第二医院
康复医学,获提名,牡丹江医学院附属红旗医院
烧伤科,1,中国医科大学附属第一医院
烧伤科,2,吉林大学第一医院
烧伤科,3,哈尔滨医科大学附属第一医院
烧伤科,4,哈尔滨市第五医院
烧伤科,5,中国人民解放军北部战区总医院
烧伤科,6,中国医科大学附属盛京医院
烧伤科,7,中国医科大学附属第一医院鞍山医院
烧伤科,8,大连医科大学附属第一医院
烧伤科,9,吉林大学中日联谊医院
烧伤科,10,大连市中心医院
烧伤科,获提名,哈尔滨医科大学附属第二医院
烧伤科,获提名,大连医科大学附属第二医院
烧伤科,获提名,锦州医科大学附属第一医院
烧伤科,获提名,北华大学附属医院
烧伤科,获提名,吉化总医院
烧伤科,获提名,黑龙江省医院（黑龙江省中日友谊医院
烧伤科,获提名,武警辽宁省总队医院
烧伤科,获提名,中国人民解放军联勤保障部队第968医院
烧伤科,获提名,大化医院
烧伤科,获提名,鞍钢集团总医院
烧伤科,获提名,辽宁省人民医院
烧伤科,获提名,沈阳积水潭医院
烧伤科,获提名,沈阳消防烧伤医院
烧伤科,获提名,四平市烧伤整形医院
烧伤科,获提名,大连市第四人民医院
超声医学,1,中国医科大学附属第一医院
超声医学,2,哈尔滨医科大学附属第二医院
超声医学,3,哈尔滨医科大学附属第一医院
超声医学,4,中国医科大学附属盛京医院
超声医学,5,吉林大学中日联谊医院
超声医学,6,哈尔滨医科大学附属第四医院
超声医学,7,吉林大学第一医院
超声医学,8,中国人民解放军北部战区总医院
超声医学,9,大连医科大学附属第一医院
超声医学,10,吉林大学第二医院
超声医学,获提名,哈尔滨医科大学附属肿瘤医院
超声医学,获提名,辽宁省人民医院
超声医学,获提名,大连医科大学附属第二医院
超声医学,获提名,沈阳医学院附属中心医院
超声医学,获提名,吉林市中心医院
超声医学,获提名,大连市妇女儿童医疗中心
超声医学,获提名,沈阳市妇婴医院
超声医学,获提名,沈阳东方医疗集团菁华医院
超声医学,获提名,沈阳市妇幼保健院
超声医学,获提名,哈尔滨医科大学附属第六医院
超声医学,获提名,锦州医科大学附属第一医院
超声医学,获提名,长春市儿童医院
超声医学,获提名,延边大学附属医院（延边医院
超声医学,获提名,黑龙江省医院（黑龙江省中日友谊医院
超声医学,获提名,黑龙江中医药大学附属第一医院
超声医学,获提名,（黑龙江省第四医院
超声医学,获提名,沈阳市第十人民医院
超声医学,获提名,（沈阳市胸科医院
超声医学,获提名,哈尔滨市胸科医院
超声医学,获提名,吉林省结核病医院
超声医学,获提名,（吉林省传染病医院
超声医学,获提名,大连市公共卫生临床中心
超声医学,获提名,长春市传染病医院
超声医学,获提名,大连市中心医院
超声医学,获提名,牡丹江市第一人民医院
超声医学,获提名,齐齐哈尔医学院附属第一医院
超声医学,获提名,佳木斯大学附属第一医院
超声医学,获提名,吉林省人民医院
超声医学,获提名,大连大学附属新华医院
超声医学,获提名,获提名医院
超声医学,获提名,辽宁省肿瘤医院暨大连理工大学附属肿瘤医院
超声医学,获提名,长春中医药大学附属医院（吉林省中医院
超声医学,获提名,大连大学附属中山医院
超声医学,获提名,大连市第二人民医院
超声医学,获提名,版权声明:本排行榜的版权属于【复旦大学医院
超声医学,获提名,未经复旦大学医院
超声医学,获提名,沪ICP备2023031494号版权所有 复旦大学医院
超声医学,获提名,地址:上海市徐汇区医学院
