科室,排名,医院名称
神经外科,获提名,苏州大学附属第一医院
神经外科,获提名,中国科学技术大学附属第一医院（安徽省立医院
神经外科,获提名,南昌大学第二附属医院
神经外科,获提名,南京大学医学院附属鼓楼医院
神经外科,获提名,苏州大学附属第二医院
神经外科,获提名,上海交通大学医学院附属瑞金医院
神经外科,获提名,福建医科大学附属协和医院
小儿内科,1,上海交通大学医学院附属
小儿内科,2,仁济医院
小儿内科,3,复旦大学附属儿科医院
小儿内科,4,海军军医大学第一附属医院
小儿内科,5,浙江大学医学院附属儿童医院
小儿内科,6,复旦大学附属中山医院
小儿内科,7,上海儿童医学中心
小儿内科,8,山东大学齐鲁医院
小儿内科,9,上海交通大学医学院附属新华医院
小儿内科,10,南京大学医学院附属鼓楼医院
小儿内科,获提名,南京医科大学附属儿童医院
小儿内科,获提名,上海交通大学医学院附属瑞金医院
小儿内科,获提名,浙江大学医学院附属第一医院
小儿内科,获提名,南昌大学第一附属医院
小儿内科,获提名,浙江大学医学院附属第二医院
小儿内科,获提名,江苏省人民医院（南京医科大学第一附属医院
小儿内科,获提名,山东第一医科大学附属省立医院（山东省立医院
小儿内科,获提名,同济大学附属东方医院（上海市东方医院
小儿内科,获提名,安徽医科大学第一附属医院
小儿内科,获提名,青岛大学附属医院
小儿内科,获提名,厦门大学附属中山医院
小儿内科,获提名,福建医科大学附属协和医院
小儿内科,获提名,中国人民解放军东部战区总医院
小儿内科,获提名,海军军医大学第二附属医院
小儿内科,获提名,浙江大学医学院附属邵逸夫医院
小儿内科,获提名,中国科学技术大学附属第一医院（安徽省立医院
小儿内科,获提名,杭州市第一人民医院
小儿内科,获提名,苏州大学附属第一医院
小儿内科,获提名,上海市儿童医院
小儿内科,获提名,苏州大学附属儿童医院
小儿内科,获提名,江西省儿童医院
小儿内科,获提名,复旦大学附属儿科医院厦门医院（厦门市儿童医院
小儿内科,获提名,温州医科大学附属第二医院
小儿外科,1,复旦大学附属儿科医院
小儿外科,2,复旦大学附属中山医院
小儿外科,3,浙江大学医学院附属儿童医院
小儿外科,4,浙江大学医学院附属第二医院
小儿外科,5,上海交通大学医学院附属新华医院
小儿外科,6,上海交通大学医学院附属瑞金医院
小儿外科,7,上海交通大学医学院附属
小儿外科,8,上海儿童医学中心
小儿外科,9,山东大学齐鲁医院
小儿外科,10,南京医科大学附属儿童医院
小儿外科,获提名,江苏省人民医院
小儿外科,获提名,（南京医科大学第一附属医院
小儿外科,获提名,上海市儿童医院
小儿外科,获提名,中国科学技术大学附属第一医院（安徽省立医院
小儿外科,获提名,福建省立医院
小儿外科,获提名,苏州大学附属儿童医院
小儿外科,获提名,江西省儿童医院
小儿外科,获提名,山东第一医科大学附属省立医院（山东省立医院
小儿外科,获提名,青岛大学附属医院
小儿外科,获提名,复旦大学附属儿科医院安徽医院（安徽省儿童医院
小儿外科,获提名,青岛大学附属妇女儿童医院
胸外科,1,复旦大学附属中山医院
胸外科,2,上海市胸科医院
胸外科,3,上海交通大学医学院附属上海儿童医学中心
胸外科,4,上海市肺科医院
胸外科,5,福建医科大学附属协和医院
胸外科,6,浙江大学医学院附属第一医院
胸外科,7,上海交通大学医学院附属瑞金医院
胸外科,8,复旦大学附属肿瘤医院
胸外科,9,山东大学齐鲁医院
胸外科,10,南京大学医学院附属鼓楼医院
胸外科,获提名,海军军医大学第一附属医院
胸外科,获提名,同济大学附属东方医院（上海市东方医院
胸外科,获提名,浙江大学医学院附属第二医院
胸外科,获提名,南京市第一医院
胸外科,获提名,江苏省人民医院（南京医科大学第一附属医院
胸外科,获提名,上海交通大学医学院附属新华医院
胸外科,获提名,安徽医科大学第一附属医院
胸外科,获提名,上海交通大学医学院附属仁济医院
胸外科,获提名,山东第一医科大学附属省立医院（山东省立医院
胸外科,获提名,苏州大学附属第一医院
胸外科,获提名,江苏省肿瘤医院
胸外科,获提名,南昌大学第一附属医院
胸外科,获提名,青岛大学附属医院
眼科,1,上海交通大学医学院附属瑞金医院
耳鼻喉科,1,苏州大学附属第一医院
耳鼻喉科,2,浙江大学医学院附属第二医院
耳鼻喉科,3,浙江大学医学院附属第一医院
眼科,1,山东大学齐鲁医院
眼科,2,上海交通大学医学院附属第九人民医院
眼科,3,福建医科大学附属协和医院
眼科,4,上海市第一人民医院
眼科,5,江苏省人民医院（南京医科大学第一附属医院
眼科,6,复旦大学附属中山医院
眼科,7,中国科学技术大学附属第一医院（安徽省立医院
眼科,8,厦门大学附属第一医院
眼科,9,徐州医科大学附属医院
眼科,10,山东第一医科大学附属省立医院（山东省立医院
眼科,获提名,浙江大学医学院附属第二医院
眼科,获提名,同济大学附属同济医院
眼科,获提名,安徽医科大学第一附属医院
眼科,获提名,海军军医大学第一附属医院
眼科,获提名,南昌大学第一附属医院
肿瘤学,1,上海交通大学医学院附属
肿瘤学,2,第九人民医院
肿瘤学,3,复旦大学附属肿瘤医院
肿瘤学,4,复旦大学附属中山医院
肿瘤学,5,山东第一医科大学附属肿瘤医院
肿瘤学,6,浙江大学医学院附属第二医院
肿瘤学,7,中国科学院大学附属肿瘤医院
肿瘤学,8,（浙江省肿瘤医院
肿瘤学,9,山东第一医科大学附属省立医院（山东省立医院
肿瘤学,10,江苏省肿瘤医院
肿瘤学,获提名,福建医科大学附属第一医院
肿瘤学,获提名,福建省肿瘤医院
肿瘤学,获提名,浙江省人民医院
肿瘤学,获提名,同济大学附属东方医院（上海市东方医院
肿瘤学,获提名,南京大学医学院附属鼓楼医院
肿瘤学,获提名,福建医科大学附属协和医院
肿瘤学,获提名,海军军医大学第一附属医院
肿瘤学,获提名,海军军医大学第二附属医院
肿瘤学,获提名,浙江大学医学院附属第一医院
肿瘤学,获提名,南昌大学第一附属医院
肿瘤学,获提名,山东大学齐鲁医院
肿瘤学,获提名,安徽医科大学第一附属医院
肿瘤学,获提名,中国科学技术大学附属第一医院（安徽省立医院
肿瘤学,获提名,江西省人民医院（南昌医学院第一附属医院
肿瘤学,获提名,上海市第四人民医院
肿瘤学,获提名,江苏省中医院
肿瘤学,获提名,上海交通大学医学院附属仁济医院
肿瘤学,获提名,江苏省人民医院（南京医科大学第一附属医院
肿瘤学,获提名,上海交通大学医学院附属瑞金医院
肿瘤学,获提名,安徽省肿瘤医院
肿瘤学,获提名,江西省肿瘤医院
肿瘤学,获提名,复旦大学附属华山医院
康复医学,1,复旦大学附属华东医院
康复医学,2,复旦大学附属华山医院
康复医学,3,浙江大学医学院附属第一医院
康复医学,4,江苏省人民医院
康复医学,5,（南京医科大学第一附属医院
康复医学,6,山东大学齐鲁医院
康复医学,7,浙江大学医学院附属邵逸夫医院
康复医学,8,浙江医院
康复医学,9,上海交通大学医学院附属瑞金医院
康复医学,10,青岛大学附属医院
康复医学,获提名,福建医科大学附属协和医院
康复医学,获提名,中国科学技术大学附属第一医院（安徽省立医院
康复医学,获提名,复旦大学附属中山医院
康复医学,获提名,南京医科大学附属逸夫医院
康复医学,获提名,浙江大学医学院附属第二医院
康复医学,获提名,福建省立医院
康复医学,获提名,南昌大学第一附属医院
康复医学,获提名,海军军医大学第一附属医院
康复医学,获提名,山东第一医科大学附属省立医院（山东省立医院
康复医学,获提名,福建医科大学附属第一医院
康复医学,获提名,山东第一医科大学第一附属医院（山东省千佛山医院
康复医学,获提名,浙江省人民医院
康复医学,获提名,南昌大学第二附属医院
康复医学,获提名,安徽医科大学第一附属医院
康复医学,获提名,上海交通大学医学院附属新华医院
康复医学,获提名,同济大学附属养志康复医院
康复医学,获提名,福建省人民医院（暨福建中医药大学附属人民医院
康复医学,获提名,嘉兴市第二医院（嘉兴学院附属第二医院
康复医学,获提名,山东大学第二医院
康复医学,获提名,南昌大学第四附属医院
烧伤科,1,复旦大学附属中山医院
烧伤科,2,上海交通大学医学院附属瑞金医院
烧伤科,3,海军军医大学第一附属医院
烧伤科,4,复旦大学附属华山医院
烧伤科,5,浙江大学医学院附属第二医院
烧伤科,6,浙江大学医学院附属第一医院
烧伤科,7,南昌大学第一附属医院
烧伤科,8,山东大学第二医院
烧伤科,9,江南大学附属医院
烧伤科,10,福建医科大学附属第一医院
烧伤科,获提名,山东大学齐鲁医院
烧伤科,获提名,江苏省人民医院（南京医科大学第一附属医院
烧伤科,获提名,中国科学技术大学附属第一医院（安徽省立医院
烧伤科,获提名,浙江大学医学院附属邵逸夫医院
烧伤科,获提名,上海交通大学医学院附属仁济医院
烧伤科,获提名,福建医科大学附属协和医院
烧伤科,获提名,同济大学附属东方医院（上海市东方医院
烧伤科,获提名,浙江省人民医院
烧伤科,获提名,上海交通大学医学院附属新华医院
烧伤科,获提名,上海市第一人民医院
烧伤科,获提名,安徽医科大学第一附属医院
烧伤科,获提名,南通大学附属医院
烧伤科,获提名,山东第一医科大学附属省立医院（山东省立医院
烧伤科,获提名,赣州市人民医院
烧伤科,获提名,安徽医科大学附属阜阳医院
烧伤科,获提名,皖南医学院第一附属医院/弋矶山医院
烧伤科,获提名,济南市中心医院
超声医学,1,复旦大学附属中山医院
超声医学,2,上海交通大学医学院附属仁济医院
超声医学,3,浙江大学医学院附属第二医院
超声医学,4,上海交通大学医学院附属瑞金医院
超声医学,5,浙江大学医学院附属第一医院
超声医学,6,福建医科大学附属第一医院
超声医学,7,浙江大学医学院附属邵逸夫医院
超声医学,8,上海市第六人民医院
超声医学,9,复旦大学附属肿瘤医院
超声医学,10,海军军医大学第一附属医院
超声医学,获提名,复旦大学附属华山医院
超声医学,获提名,山东大学齐鲁医院
超声医学,获提名,南京市第一医院
超声医学,获提名,同济大学附属东方医院（上海市东方医院
超声医学,获提名,南昌大学第一附属医院
超声医学,获提名,厦门大学附属第一医院
超声医学,获提名,常州市第一人民医院
超声医学,获提名,福建省立医院
超声医学,获提名,上海交通大学医学院附属新华医院
超声医学,获提名,中国科学技术大学附属第一医院（安徽省立医院
超声医学,获提名,福建医科大学附属协和医院
超声医学,获提名,江苏省人民医院（南京医科大学第一附属医院
超声医学,获提名,中国人民解放军东部战区总医院
超声医学,获提名,上海市第十人民医院（暨同济大学附属第十人民医院
超声医学,获提名,安徽医科大学第一附属医院
超声医学,获提名,南京大学医学院附属鼓楼医院
超声医学,获提名,山东第一医科大学附属省立医院（山东省立医院
超声医学,获提名,东南大学附属中大医院
超声医学,获提名,山东第一医科大学附属省立医院
超声医学,获提名,（山东省立医院
超声医学,获提名,江苏省人民医院
超声医学,获提名,（南京医科大学第一附属医院
超声医学,获提名,蚌埠医学院第一附属医院
超声医学,获提名,浙江省人民医院
超声医学,获提名,青岛市市立医院
超声医学,获提名,南昌大学第二附属医院
超声医学,获提名,温州医科大学附属第一医院
超声医学,获提名,徐州医科大学附属医院
超声医学,获提名,浙江医院
超声医学,获提名,青岛大学附属医院
超声医学,获提名,山东大学附属生殖医院
超声医学,获提名,苏州大学附属第一医院
妇产科,1,上海交通大学医学院附属新华医院
妇产科,2,安徽医科大学第一附属医院
妇产科,3,上海市第一人民医院
妇产科,4,复旦大学附属中山医院
妇产科,5,上海交通大学医学院附属仁济医院
妇产科,6,海军军医大学第一附属医院
妇产科,7,中国科学技术大学附属第一医院（安徽省立医院
妇产科,8,福建医科大学附属第一医院
妇产科,9,上海交通大学医学院附属瑞金医院
妇产科,10,山东大学齐鲁医院
妇产科,获提名,浙江省人民医院
妇产科,获提名,青岛大学附属医院
妇产科,获提名,福建医科大学附属协和医院
妇产科,获提名,南昌大学第一附属医院
妇产科,获提名,复旦大学附属华山医院
妇产科,获提名,上海交通大学医学院附属第九人民医院
妇产科,获提名,山东第一医科大学第一附属医院（山东省千佛山医院
妇产科,获提名,福建省肿瘤医院
妇产科,获提名,济宁市第一人民医院
妇产科,获提名,江苏省人民医院（南京医科大学第一附属医院
妇产科,获提名,浙江大学医学院附属邵逸夫医院
妇产科,获提名,江西省妇幼保健院
妇产科,获提名,上海集爱遗传与不育诊疗中心
妇产科,获提名,福建省妇幼保健院（福建省妇儿医院
妇产科,获提名,山东第一医科大学附属省立医院（山东省立医院
妇产科,获提名,中国人民解放军东部战区总医院
妇产科,获提名,温州医科大学附属第一医院
妇产科,获提名,南京市妇幼保健院
妇产科,获提名,江苏省人民医院
妇产科,获提名,（南京医科大学第一附属医院
妇产科,获提名,烟台毓璜顶医院
妇产科,获提名,浙江大学医学院附属第二医院
妇产科,获提名,中国科学技术大学附属第一医院
妇产科,获提名,（安徽省立医院
妇产科,获提名,南昌大学第二附属医院
妇产科,获提名,浙江大学医学院附属第一医院
耳鼻喉科,1,南昌大学第一附属医院
耳鼻喉科,2,福建省立医院
耳鼻喉科,3,山东第一医科大学第一附属医院（山东省千佛山医院
耳鼻喉科,4,复旦大学附属中山医院
耳鼻喉科,5,山东大学齐鲁医院
耳鼻喉科,6,复旦大学附属华山医院
耳鼻喉科,7,中国人民解放军联勤保障部队第910医院
耳鼻喉科,8,上海交通大学医学院附属仁济医院
耳鼻喉科,9,海军军医大学第一附属医院
耳鼻喉科,10,厦门国宇健康管理中心
耳鼻喉科,获提名,上海市肺科医院
耳鼻喉科,获提名,上海市公共卫生临床中心
耳鼻喉科,获提名,浙江大学医学院附属邵逸夫医院
耳鼻喉科,获提名,山东省公共卫生临床中心
耳鼻喉科,获提名,浙江大学医学院附属第一医院
耳鼻喉科,获提名,苏州市第五人民医院
耳鼻喉科,获提名,苏州市立医院
耳鼻喉科,获提名,福建省福州肺科医院
耳鼻喉科,获提名,安徽省胸科医院
耳鼻喉科,获提名,杭州市红十字会医院
耳鼻喉科,获提名,江西省胸科医院
耳鼻喉科,获提名,南京市第二医院
耳鼻喉科,获提名,山东省胸科医院
耳鼻喉科,获提名,南京脑科医院（南京市胸科医院
耳鼻喉科,获提名,江苏省人民医院（南京医科大学第一附属医院
耳鼻喉科,获提名,浙江大学医学院附属第二医院
耳鼻喉科,获提名,同济大学附属东方医院（上海市东方医院
耳鼻喉科,获提名,安徽医科大学第一附属医院
耳鼻喉科,获提名,同济大学附属杨浦医院
耳鼻喉科,获提名,上海交通大学医学院附属瑞金医院
耳鼻喉科,获提名,厦门大学附属第一医院
耳鼻喉科,获提名,福建医科大学附属第一医院
耳鼻喉科,获提名,福建省人民医院（暨福建中医药大学附属人民医院
耳鼻喉科,获提名,南京大学医学院附属鼓楼医院
耳鼻喉科,获提名,南京大学医学院附属苏州医院
耳鼻喉科,获提名,山东第一医科大学附属省立医院（山东省立医院
耳鼻喉科,获提名,上海市第六人民医院
耳鼻喉科,获提名,上海交通大学医学院附属新华医院
耳鼻喉科,获提名,复旦大学附属华东医院
耳鼻喉科,获提名,中国人民解放军东部战区总医院
耳鼻喉科,获提名,浙江省人民医院
耳鼻喉科,获提名,蚌埠医学院第一附属医院
耳鼻喉科,获提名,徐州医科大学附属医院
耳鼻喉科,获提名,济宁市第一人民医院
耳鼻喉科,获提名,中国科学技术大学附属第一医院（安徽省立医院
耳鼻喉科,获提名,南通大学附属医院
耳鼻喉科,获提名,青岛市市立医院
耳鼻喉科,获提名,复旦大学附属儿科医院
耳鼻喉科,获提名,安徽医科大学第二附属医院
耳鼻喉科,获提名,南京医科大学附属儿童医院
耳鼻喉科,获提名,苏州大学附属第一医院
耳鼻喉科,获提名,浙江大学医学院附属儿童医院
耳鼻喉科,获提名,版权声明:本排行榜的版权属于【复旦大学医院
耳鼻喉科,获提名,未经复旦大学医院
耳鼻喉科,获提名,沪ICP备2023031494号版权所有 复旦大学医院
耳鼻喉科,获提名,地址:上海市徐汇区医学院
