科室,排名,医院名称,官网URL,省份,城市
放射科,获提名,首都医科大学宣武医院,,,
放射科,获提名,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
放射科,获提名,中国医学科学院阜外医院,https://www.fuwaihospital.org/,,
放射科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
呼吸科,1,中日友好医院,,,
呼吸科,2,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
呼吸科,3,北京大学人民医院,https://www.pkuph.cn/,北京,北京
呼吸科,4,中国人民解放军总医院,,北京,北京
呼吸科,5,首都医科大学附属北京朝阳医院,,辽宁,朝阳
呼吸科,6,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
呼吸科,7,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
呼吸科,8,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
呼吸科,9,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
呼吸科,10,河北医科大学第二医院,https://www.hb2h.com/,河北,
呼吸科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
呼吸科,获提名,内蒙古自治区人民医院,https://www.nmgyy.cn/,内蒙古,
呼吸科,获提名,北京医院,,北京,北京
呼吸科,获提名,山西医科大学第二医院,https://www.sxedfy.com/,山西,
呼吸科,获提名,山西白求恩医院,,山西,
呼吸科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
呼吸科,获提名,首都医科大学宣武医院,,,
骨科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
骨科,2,北京积水潭医院,,北京,北京
骨科,3,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
骨科,4,中国人民解放军总医院,,北京,北京
骨科,5,北京大学人民医院,https://www.pkuph.cn/,北京,北京
骨科,6,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
骨科,7,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
骨科,8,河北医科大学第三医院,https://www.cthhmu.com/,河北,
妇产科,1,北京大学人民医院,https://www.pkuph.cn/,北京,北京
妇产科,2,天津市天津医院,,天津,天津
妇产科,3,山西医科大学第二医院,https://www.sxedfy.com/,山西,
妇产科,4,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
妇产科,5,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
妇产科,6,山西医科大学第一医院,https://www.sydyy.net/,山西,
口腔科,1,北京大学第六医院,,北京,北京
口腔科,2,北京大学口腔医院,,北京,北京
口腔科,3,首都医科大学附属北京安定医院,,北京,北京
口腔科,4,首都医科大学附属北京口腔医院,,北京,北京
口腔科,5,北京回龙观医院,,北京,北京
口腔科,6,天津医科大学口腔医院,,天津,天津
口腔科,7,天津市安定医院（天津市精神卫生中心,,天津,天津
口腔科,8,天津市口腔医院,,天津,天津
口腔科,9,河北省精神卫生中心,,河北,
口腔科,10,河北医科大学口腔医院,,河北,
口腔科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
口腔科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
口腔科,获提名,内蒙古自治区第三医院（脑科医院,,内蒙古,
口腔科,获提名,山西省精神卫生中心（太原市精神病医院,,山西,太原
口腔科,获提名,山西医科大学口腔医院,,山西,
口腔科,获提名,中国人民解放军总医院,,北京,北京
口腔科,获提名,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
口腔科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
口腔科,获提名,呼和浩特市口腔医院,,内蒙古,呼和浩特
泌尿外科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
泌尿外科,2,中国人民解放军总医院,,北京,北京
泌尿外科,3,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
泌尿外科,4,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
泌尿外科,5,天津医科大学第二医院,https://www.tjmu2h.com.cn/,天津,天津
泌尿外科,6,首都医科大学宣武医院,,,
泌尿外科,7,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
泌尿外科,8,北京大学人民医院,https://www.pkuph.cn/,北京,北京
泌尿外科,9,天津市中西医结合医院（南开医院,,天津,天津
泌尿外科,10,首都医科大学附属北京同仁医院,https://www.trhos.com/,北京,北京
泌尿外科,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
泌尿外科,获提名,河北医科大学第四医院暨河北省肿瘤医院,https://www.hbydsy.com/,河北,
泌尿外科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
泌尿外科,获提名,河北医科大学第三医院,https://www.cthhmu.com/,河北,
泌尿外科,获提名,中国医学科学院阜外医院,https://www.fuwaihospital.org/,,
泌尿外科,获提名,首都医科大学附属北京安贞医院,https://www.anzhen.org/,北京,北京
泌尿外科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
泌尿外科,获提名,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
泌尿外科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
泌尿外科,获提名,赤峰市医院,,内蒙古,赤峰
泌尿外科,获提名,河北省人民医院,,河北,
泌尿外科,获提名,山西白求恩医院,,山西,
泌尿外科,获提名,山西省肿瘤医院,,山西,
泌尿外科,获提名,山西医科大学第二医院,https://www.sxedfy.com/,山西,
泌尿外科,获提名,北京医院,,北京,北京
泌尿外科,获提名,中国医学科学院肿瘤医院,https://www.cicams.ac.cn/,,
泌尿外科,获提名,清华大学附属北京清华长庚医院,,北京,北京
泌尿外科,获提名,山西省人民医院,https://www.sxsrmyy.com/,山西,
皮肤科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
皮肤科,2,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
皮肤科,3,中国人民解放军总医院,,北京,北京
皮肤科,4,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
皮肤科,5,北京大学人民医院,https://www.pkuph.cn/,北京,北京
皮肤科,6,中日友好医院,,,
皮肤科,7,北京医院,,北京,北京
皮肤科,8,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
皮肤科,9,天津医科大学朱宪彝纪念医院(代谢病医院,,天津,天津
皮肤科,10,首都医科大学附属北京朝阳医院,,辽宁,朝阳
皮肤科,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
皮肤科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
皮肤科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
皮肤科,获提名,河北省人民医院,,河北,
皮肤科,获提名,中国人民解放军空军特色医学中心,,,
皮肤科,获提名,首都医科大学附属北京儿童医院,https://www.bch.com.cn/,北京,北京
皮肤科,获提名,天津市中医药研究院附属医院,,天津,天津
皮肤科,获提名,内蒙古国际蒙医医院,,内蒙古,
皮肤科,获提名,河北医科大学第四医院暨河北省肿瘤医院,https://www.hbydsy.com/,河北,
皮肤科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
皮肤科,获提名,清华大学附属北京清华长庚医院,,北京,北京
皮肤科,获提名,华北理工大学附属医院,,,
神经内科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
神经内科,2,中国人民解放军总医院,,北京,北京
神经内科,3,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
神经内科,4,北京大学人民医院,https://www.pkuph.cn/,北京,北京
神经内科,5,首都医科大学宣武医院,,,
神经内科,6,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
神经内科,7,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
神经内科,8,首都医科大学附属北京友谊医院,,北京,北京
神经内科,9,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
神经内科,10,天津市肿瘤医院（天津医科大学肿瘤医院,https://www.tjmuch.com/,天津,天津
神经内科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
神经内科,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
神经内科,获提名,河北医科大学第四医院暨河北省肿瘤医院,https://www.hbydsy.com/,河北,
神经内科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
神经内科,获提名,首都医科大学附属北京朝阳医院,,辽宁,朝阳
神经内科,获提名,中日友好医院,,,
神经内科,获提名,北京大学肿瘤医院,,北京,北京
神经内科,获提名,天津市中西医结合医院（南开医院,,天津,天津
神经内科,获提名,清华大学附属北京清华长庚医院,,北京,北京
神经内科,获提名,山西白求恩医院,,山西,
神经内科,获提名,中国医学科学院肿瘤医院,https://www.cicams.ac.cn/,,
神经内科,获提名,包头市中心医院,,内蒙古,包头
神经内科,获提名,北京医院,,北京,北京
神经外科,1,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
神经外科,2,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
神经外科,3,中国人民解放军总医院,,北京,北京
神经外科,4,首都医科大学宣武医院,,,
神经外科,5,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
神经外科,6,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
神经外科,7,中日友好医院,,,
神经外科,8,山西省人民医院,https://www.sxsrmyy.com/,山西,
神经外科,9,北京大学人民医院,https://www.pkuph.cn/,北京,北京
神经外科,10,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
神经外科,获提名,首都医科大学附属北京友谊医院,,北京,北京
神经外科,获提名,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
神经外科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
神经外科,获提名,河北医科大学第三医院,https://www.cthhmu.com/,河北,
神经外科,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
神经外科,获提名,山西医科大学第二医院,https://www.sxedfy.com/,山西,
神经外科,获提名,北京医院,,北京,北京
神经外科,获提名,天津医科大学第二医院,https://www.tjmu2h.com.cn/,天津,天津
神经外科,获提名,内蒙古科技大学包头医学院第一附属医院,,内蒙古,包头
神经外科,获提名,天津市环湖医院,,天津,天津
神经外科,获提名,首都医科大学三博脑科医院,,,
神经外科,获提名,北京大学国际医院,,北京,北京
神经外科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
小儿内科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
小儿内科,2,首都医科大学附属北京儿童医院,https://www.bch.com.cn/,北京,北京
小儿内科,3,中国人民解放军总医院,,北京,北京
小儿内科,4,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
小儿内科,5,首都医科大学附属北京友谊医院,,北京,北京
小儿内科,6,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
小儿内科,7,天津市儿童医院（天津大学儿童医院,,天津,天津
小儿内科,8,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
小儿内科,9,河北省儿童医院,,河北,
小儿内科,10,河北医科大学第二医院,https://www.hb2h.com/,河北,
小儿内科,获提名,北京大学人民医院,https://www.pkuph.cn/,北京,北京
小儿内科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
小儿内科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
小儿内科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
小儿内科,获提名,包头医学院第二附属医院,,内蒙古,包头
小儿内科,获提名,天津市第一中心医院,https://www.tjzx.org.cn/,天津,天津
小儿内科,获提名,中日友好医院,,,
小儿内科,获提名,山西省儿童医院（山西省妇幼保健院,,山西,
小儿内科,获提名,北京军区总医院附属八一儿童医院,,北京,北京
小儿内科,获提名,内蒙古自治区人民医院,https://www.nmgyy.cn/,内蒙古,
小儿内科,获提名,首都医科大学附属北京同仁医院,https://www.trhos.com/,北京,北京
小儿外科,1,首都医科大学附属北京儿童医院,https://www.bch.com.cn/,北京,北京
小儿外科,2,中国医学科学院阜外医院,https://www.fuwaihospital.org/,,
小儿外科,3,首都医科大学附属北京安贞医院,https://www.anzhen.org/,北京,北京
小儿外科,4,天津市儿童医院（天津大学儿童医院,,天津,天津
小儿外科,5,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
小儿外科,6,山西省儿童医院（山西省妇幼保健院,,山西,
小儿外科,7,中国人民解放军总医院,,北京,北京
小儿外科,8,河北医科大学第二医院,https://www.hb2h.com/,河北,
小儿外科,9,北京大学人民医院,https://www.pkuph.cn/,北京,北京
小儿外科,10,河北省儿童医院,,河北,
小儿外科,获提名,北京军区总医院附属八一儿童医院,,北京,北京
胸外科,1,中国医学科学院阜外医院,https://www.fuwaihospital.org/,,
胸外科,2,中国医学科学院肿瘤医院,https://www.cicams.ac.cn/,,
胸外科,3,首都医科大学附属北京安贞医院,https://www.anzhen.org/,北京,北京
胸外科,4,北京大学人民医院,https://www.pkuph.cn/,北京,北京
胸外科,5,天津市胸科医院,,天津,天津
胸外科,6,河北医科大学第四医院暨河北省肿瘤医院,http://www.baidu.com/link?url=CDzjBtckC2oxKwr1mGZMINqxGOm94DFftzF0BQqm_iQOSpbDmUOswUJC1QPBSEfnYFKIGRhyHJX654hVNhwZxQH10VYu5LnPEj3UxJFfVk5Zk8xkBaqsGPODxfHQgylOPSQhKQwh6hOZmr70A-2ytfPZ5JR37rKACPJMvlQvZ--bEFR05jFEf9aKbQWS8hh5wvQnSdZz5vHDgbF5sRKmtxeBOJW2Cd9RRad4UYOxMwxXMUq6q1vxpFZAXgbsgTICYwdpS3-u4QRWTU-Fa-fCAo1U3gXzMGWdfVNtezczQeWv12W1krb6Voyfxw-iYhaaT01AeoBjn0ux2APwQqvUsqlIB_C_OUikf2J9-dwFJ-I8aWDbfZXuhHGkbKgxiohdL_PZshO1o4ViCaKaP0tDJ_NA6gCy5dnsVb6l6-W6Q84X6TqMRaFE-aQzsZZuWHcALvPTivKeYl-ZOTgXBZL-vQjdBYEjlYuH0ou-7U3-gzJhJikTtBYiqkQmolgTJoQ-cf6XBwklaBZ6P-YFrfQZ_iFXESlx6pMGU3Fmfc5_z1tcdA_w3k7LQdX1lPF-PbupHBySxfX82ssXC3yQU1rGsxFj7Lq0Pjwi8etTmU7ash1lxSopSSfAZdvLEM4rt0FfcG61MjQhpDcE0oYoHTXMuMKb2UFfmxdODouv8eLqfs-atsGFZrkOQHwM4uDNRHJjogC1n5iNLnGzgORmoYAzp9wzY6-L653Ko76MC3CUvJsQw-uS5J8xADRRenvPBRl6u5A77chNQtI4ml48Kaztk03bMQzK93vupjBZHL1mUVnRy5m2IHtTrnLpJLnXAaxPUkEBvMhLYP-IL4jFXY-4NA6sFu6nRULg8BGnXy2RMnVnoCZ1O9Rizdw32qCdnevlCqQUvhtP7_RSE7LDZBKdw_KO1MuS57jjfi9L7gcRjLvgAFMREQZwSzxfuDP_BkVkuiqOthzrkBb2t1XvcTEdJGkCpqM_eaPkIxpf3vRRE_4dr9aK3yZYWQlU12VB2cuUygaW2gDSnsa96Uu4MYDI2P6MxqxZf2fp8Johw5JHwwjK3zt__3lHZs-Qmv2RyQ6pSsBskdWpKzf406xz9eH4L1dQDea5fUns80wLly_6BcTQthFI7YQTyDP5huVtSXbVnm8AkC1euIswhlKwLZ-Fz8mF9z1hUprqrrpwzUa39ZWfCSKkeifomQ5PowlFPK9WgmPJnNxDKYBjmK7lTYAG81pWhYpgJYaY9kOuRSNCA4sX-0DV4j8YWWux5bPY6kHJTmdtt_M_FI_5wsgCEPqW1e8MJDzVr11549PoKOa3SoX5lH8IDljoU3IGCHredSoOb7_HLaeT85NAm1OPOzg_6M9wo7pAEsoMg10oVwwq5gS,河北,
胸外科,7,中国人民解放军总医院,,北京,北京
胸外科,8,天津市肿瘤医院（天津医科大学肿瘤医院,https://www.tjmuch.com/,天津,天津
心血管病,1,中国人民解放军总医院,,北京,北京
心血管病,1,北京大学肿瘤医院,,北京,北京
心血管病,2,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
心血管病,3,中日友好医院,,,
心血管病,4,天津市胸科医院,,天津,天津
心血管病,5,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
心血管病,6,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
眼科,1,北京大学人民医院,https://www.pkuph.cn/,北京,北京
眼科,2,首都医科大学附属北京同仁医院,https://www.trhos.com/,北京,北京
血液学,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
眼科,1,中国人民解放军总医院,,北京,北京
眼科,2,北京大学人民医院,https://www.pkuph.cn/,北京,北京
眼科,3,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
眼科,4,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
眼科,5,山西医科大学第二医院,https://www.sxedfy.com/,山西,
眼科,6,河北医科大学第二医院,https://www.hb2h.com/,河北,
眼科,7,首都医科大学附属北京友谊医院,,北京,北京
眼科,8,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
眼科,9,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
眼科,10,山西医科大学第一医院,https://www.sydyy.net/,山西,
眼科,获提名,河北燕达陆道培医院,,河北,
眼科,获提名,北京陆道培医院,,北京,北京
眼科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
眼科,获提名,首都医科大学附属北京朝阳医院,,辽宁,朝阳
眼科,获提名,中日友好医院,,,
整形外科,1,中国医学科学院肿瘤医院,https://www.cicams.ac.cn/,,
整形外科,2,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
整形外科,3,北京大学肿瘤医院,,北京,北京
整形外科,4,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
整形外科,5,天津市肿瘤医院（天津医科大学肿瘤医院,https://www.tjmuch.com/,天津,天津
整形外科,6,中国人民解放军总医院,,北京,北京
整形外科,7,河北医科大学第四医院暨河北省肿瘤医院,https://www.hbydsy.com/,河北,
整形外科,8,首都医科大学附属北京朝阳医院,,辽宁,朝阳
整形外科,1,山西省肿瘤医院,,山西,
整形外科,2,中国人民解放军总医院,,北京,北京
整形外科,3,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
整形外科,4,北京大学人民医院,https://www.pkuph.cn/,北京,北京
整形外科,5,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
整形外科,6,内蒙古自治区肿瘤医院（内蒙古医科大学附属人民医院,,内蒙古,
康复医学,1,北京医院,,北京,北京
康复医学,2,中国康复研究中心,,,
康复医学,3,中国人民解放军总医院,,北京,北京
康复医学,4,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
康复医学,5,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
康复医学,6,首都医科大学宣武医院,,,
康复医学,7,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
康复医学,8,中日友好医院,,,
康复医学,9,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
康复医学,10,山西医科大学第一医院,https://www.sydyy.net/,山西,
康复医学,获提名,河北省人民医院,,河北,
康复医学,获提名,天津医科大学第二医院,https://www.tjmu2h.com.cn/,天津,天津
康复医学,获提名,内蒙古自治区人民医院,https://www.nmgyy.cn/,内蒙古,
康复医学,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
康复医学,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
康复医学,获提名,山西白求恩医院,,山西,
康复医学,获提名,首都医科大学附属北京康复医院,,北京,北京
康复医学,获提名,天津市环湖医院,,天津,天津
康复医学,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
康复医学,获提名,清华大学附属北京清华长庚医院,,北京,北京
康复医学,获提名,包头市中心医院,,内蒙古,包头
康复医学,获提名,河北医科大学第三医院,https://www.cthhmu.com/,河北,
康复医学,获提名,天津中医药大学第一附属医院,,天津,天津
烧伤科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
烧伤科,2,中国人民解放军总医院,,北京,北京
烧伤科,3,北京积水潭医院,,北京,北京
烧伤科,4,北京大学人民医院,https://www.pkuph.cn/,北京,北京
烧伤科,5,山西省烧伤救治中心（太钢总医院烧伤整形中心,,山西,
烧伤科,6,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
烧伤科,7,南开大学附属医院,,,
烧伤科,8,首都医科大学宣武医院,,,
烧伤科,9,河北医科大学第三医院,https://www.cthhmu.com/,河北,
烧伤科,10,中国医学科学院肿瘤医院,https://www.cicams.ac.cn/,,
烧伤科,获提名,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
烧伤科,获提名,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
烧伤科,获提名,首都医科大学附属北京朝阳医院,,辽宁,朝阳
烧伤科,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
烧伤科,获提名,内蒙古自治区人民医院,https://www.nmgyy.cn/,内蒙古,
烧伤科,获提名,天津市第一中心医院,https://www.tjzx.org.cn/,天津,天津
烧伤科,获提名,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
烧伤科,获提名,中日友好医院,,,
烧伤科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
烧伤科,获提名,天津市肿瘤医院（天津医科大学肿瘤医院,https://www.tjmuch.com/,天津,天津
烧伤科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
烧伤科,获提名,首都医科大学附属北京世纪坛医院（北京铁路总医院,,北京,北京
烧伤科,获提名,北京医院,,北京,北京
烧伤科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
烧伤科,获提名,中国医学科学院阜外医院,https://www.fuwaihospital.org/,,
烧伤科,获提名,内蒙古包钢医院,,内蒙古,
烧伤科,获提名,中国人民武装警察部队特色医学中心,,,
烧伤科,获提名,山西白求恩医院,,山西,
烧伤科,获提名,中国人民解放军联勤保障部队第980医院,,,
烧伤科,获提名,首都医科大学附属北京儿童医院,https://www.bch.com.cn/,北京,北京
烧伤科,获提名,北京大学首钢医院,,北京,北京
超声医学,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
超声医学,2,中国人民解放军总医院,,北京,北京
超声医学,3,山西医科大学第一医院,https://www.sydyy.net/,山西,
超声医学,4,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
超声医学,5,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
超声医学,6,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
超声医学,7,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
超声医学,8,北京大学肿瘤医院,,北京,北京
超声医学,9,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
超声医学,10,河北医科大学第四医院暨河北省肿瘤医院,https://www.hbydsy.com/,河北,
超声医学,获提名,首都医科大学附属北京友谊医院,,北京,北京
超声医学,获提名,北京医院,,北京,北京
超声医学,获提名,首都医科大学附属北京安贞医院,https://www.anzhen.org/,北京,北京
超声医学,获提名,北京大学人民医院,https://www.pkuph.cn/,北京,北京
超声医学,获提名,中国医学科学院阜外医院,https://www.fuwaihospital.org/,,
超声医学,获提名,首都医科大学附属北京朝阳医院,,辽宁,朝阳
超声医学,获提名,天津市第三中心医院,,天津,天津
超声医学,获提名,河北省人民医院,,河北,
超声医学,获提名,首都医科大学附属北京妇产医院,,北京,北京
超声医学,获提名,中日友好医院,,,
超声医学,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
超声医学,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
超声医学,获提名,内蒙古自治区人民医院,https://www.nmgyy.cn/,内蒙古,
超声医学,获提名,山西白求恩医院,,山西,
超声医学,获提名,山西省人民医院,https://www.sxsrmyy.com/,山西,
超声医学,获提名,首都医科大学附属北京儿童医院,https://www.bch.com.cn/,北京,北京
超声医学,获提名,首都医科大学宣武医院,,,
超声医学,获提名,山西医科大学第二医院,https://www.sxedfy.com/,山西,
超声医学,获提名,天津市天津医院,,天津,天津
超声医学,获提名,天津医科大学第二医院,https://www.tjmu2h.com.cn/,天津,天津
超声医学,获提名,天津市第一中心医院,https://www.tjzx.org.cn/,天津,天津
超声医学,获提名,首都医科大学附属复兴医院,,,
超声医学,获提名,首都医科大学附属北京世纪坛医院（北京铁路总医院,,北京,北京
超声医学,获提名,山西省儿童医院（山西省妇幼保健院,,山西,
超声医学,获提名,北京积水潭医院,,北京,北京
妇产科,1,中国医学科学院北京协和医院,https://www.pumch.cn/,北京,北京
妇产科,2,中国人民解放军总医院,,北京,北京
妇产科,3,首都医科大学附属北京同仁医院,https://www.trhos.com/,北京,北京
妇产科,4,天津医科大学总医院,https://www.tjmugh.com.cn/,天津,天津
妇产科,5,首都医科大学附属北京世纪坛医院（北京铁路总医院,,北京,北京
妇产科,6,首都医科大学宣武医院,,,
妇产科,7,山西白求恩医院,,山西,
妇产科,8,北京大学第三医院,https://www.puh3.net.cn/,北京,北京
妇产科,9,首都医科大学附属北京儿童医院,https://www.bch.com.cn/,北京,北京
